Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Kenya,KEN,1967,16000
Kenya,KEN,1968,16000
Kenya,KEN,1969,16000
Kenya,KEN,1970,16000
Kenya,KEN,1971,16000
Kenya,KEN,1972,16000
Kenya,KEN,1973,17000
Kenya,KEN,1974,17000
Kenya,KEN,1975,17000
Kenya,KEN,1976,17000
Kenya,KEN,1977,17000
Kenya,KEN,1978,18000
Kenya,KEN,1979,20000
Kenya,KEN,1980,20000
Kenya,KEN,1981,20000
Kenya,KEN,1982,20000
Kenya,KEN,1983,22000
Kenya,KEN,1984,22000
Kenya,KEN,1985,22000
Kenya,KEN,1986,22000
Kenya,KEN,1987,23000
Kenya,KEN,1988,23000
Kenya,KEN,1989,23000
Kenya,KEN,1990,22980
Kenya,KEN,1991,19170
Kenya,KEN,1992,20628
Kenya,KEN,1993,39116
Kenya,KEN,1994,14296
Kenya,KEN,1995,27267
Kenya,KEN,1996,31351
Kenya,KEN,1997,37283
Kenya,KEN,1998,48477
Kenya,KEN,1999,53670
Kenya,KEN,2000,52030
Kenya,KEN,2001,54400
Kenya,KEN,2002,52431
Kenya,KEN,2003,70948
Kenya,KEN,2004,80316
Kenya,KEN,2005,100277
Kenya,KEN,2006,103935
Kenya,KEN,2007,93639
Kenya,KEN,2008,103523
Kenya,KEN,2009,145204
Kenya,KEN,2010,202294
Kenya,KEN,2011,149241
Kenya,KEN,2012,166948
Kenya,KEN,2013,177799
Kenya,KEN,2014,218692
Kenya,KEN,2015,136420
Kenya,KEN,2016,176045
Kenya,KEN,2017,217688.11
Kenya,KEN,2018,233932.56
Kenya,KEN,2019,264031.53
Kenya,KEN,2020,322556.22
Kenya,KEN,2021,416802.72
Kenya,KEN,2022,441600
Kenya,KEN,2023,542277.75
Latvia,LVA,2018,0
Latvia,LVA,2019,0
Latvia,LVA,2020,0
Latvia,LVA,2021,0
Latvia,LVA,2022,0
Latvia,LVA,2023,0
Lebanon,LBN,1998,4400
Lebanon,LBN,1999,6200
Lebanon,LBN,2000,3000
Lebanon,LBN,2001,4400
Lebanon,LBN,2002,4600
Lebanon,LBN,2003,4900
Lebanon,LBN,2004,4500
Lebanon,LBN,2005,5000
Lebanon,LBN,2006,4700
Lebanon,LBN,2007,6000
Lebanon,LBN,2008,6100
Lebanon,LBN,2009,7200
Lebanon,LBN,2010,8912.84
Lebanon,LBN,2011,7862.71
Lebanon,LBN,2012,7922.37
Lebanon,LBN,2013,8099.53
Lebanon,LBN,2014,7850.84
Lebanon,LBN,2015,12327.29
Lebanon,LBN,2016,18695
Lebanon,LBN,2017,19193
Lebanon,LBN,2018,18503.17
Lebanon,LBN,2019,18460.69
Lebanon,LBN,2020,18698.56
Lebanon,LBN,2021,18955
Lebanon,LBN,2022,19306.27
Lebanon,LBN,2023,20306.59
Lithuania,LTU,2018,0
Lithuania,LTU,2019,0
Lithuania,LTU,2020,0
Lithuania,LTU,2021,0
Lithuania,LTU,2022,0
Lithuania,LTU,2023,0
Luxembourg,LUX,2018,0
Luxembourg,LUX,2019,0
Luxembourg,LUX,2020,0
Luxembourg,LUX,2021,0
Luxembourg,LUX,2022,0
Luxembourg,LUX,2023,0
Madagascar,MDG,1961,0
Madagascar,MDG,1962,0
Madagascar,MDG,1963,0
Madagascar,MDG,1964,0
Madagascar,MDG,1965,0
Madagascar,MDG,1966,0
Madagascar,MDG,1967,0
Madagascar,MDG,1968,0
Madagascar,MDG,1969,150
Madagascar,MDG,1970,400
Madagascar,MDG,1971,794
Madagascar,MDG,1972,3007
Madagascar,MDG,1973,3670
Madagascar,MDG,1974,12055
Madagascar,MDG,1975,25215
Madagascar,MDG,1976,16625
Madagascar,MDG,1977,19040
Madagascar,MDG,1978,20805
Madagascar,MDG,1979,13820
Madagascar,MDG,1980,17400
Madagascar,MDG,1981,14400
Madagascar,MDG,1982,14760
Madagascar,MDG,1983,16080
Madagascar,MDG,1984,17119
Madagascar,MDG,1985,17300
Madagascar,MDG,1986,18000
Madagascar,MDG,1987,19000
Madagascar,MDG,1988,19000
Madagascar,MDG,1989,20000
Madagascar,MDG,1990,21000
Madagascar,MDG,1991,21000
Madagascar,MDG,1992,21500
Madagascar,MDG,1993,22000
Madagascar,MDG,1994,20000
Madagascar,MDG,1995,21000
Madagascar,MDG,1996,22000
Madagascar,MDG,1997,23000
Madagascar,MDG,1998,23000
Madagascar,MDG,1999,24000
Madagascar,MDG,2000,23000
Madagascar,MDG,2001,23142.78
Madagascar,MDG,2002,23078.3
Madagascar,MDG,2003,23532.87
Madagascar,MDG,2004,23546
Madagascar,MDG,2005,23992.81
Madagascar,MDG,2006,24000
Madagascar,MDG,2007,25000
Madagascar,MDG,2008,24000
Madagascar,MDG,2009,24561.49
Madagascar,MDG,2010,25060.08
Madagascar,MDG,2011,25385.42
Madagascar,MDG,2012,26000
Madagascar,MDG,2013,25900
Madagascar,MDG,2014,26039.54
Madagascar,MDG,2015,26228.2
Madagascar,MDG,2016,26368.73
Madagascar,MDG,2017,26544.88
Madagascar,MDG,2018,26743.92
Madagascar,MDG,2019,26999.7
Madagascar,MDG,2020,27190.36
Madagascar,MDG,2021,27235.59
Madagascar,MDG,2022,27388.53
Madagascar,MDG,2023,27543.37
Malawi,MWI,2014,92400
Malawi,MWI,2015,95337
Malawi,MWI,2016,86769
Malawi,MWI,2017,97358
Malawi,MWI,2018,92239
Malawi,MWI,2019,93276.9
Malawi,MWI,2020,93531.9
Malawi,MWI,2021,93823.22
Malawi,MWI,2022,94078.64
Malawi,MWI,2023,94334.06
Malaysia,MYS,2018,223
Malaysia,MYS,2019,122
Malaysia,MYS,2020,210
Malaysia,MYS,2021,268.6
Malaysia,MYS,2022,458.09
Malaysia,MYS,2023,402.9
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Malta,MLT,2021,0
Malta,MLT,2022,0
Malta,MLT,2023,0
Martinique,MTQ,1961,1400
Martinique,MTQ,1962,1500
Martinique,MTQ,1963,1500
Martinique,MTQ,1964,1700
Martinique,MTQ,1965,1600
Martinique,MTQ,1966,1800
Martinique,MTQ,1967,1800
Martinique,MTQ,1968,2000
Martinique,MTQ,1969,2000
Martinique,MTQ,1970,2000
Martinique,MTQ,1971,1800
Martinique,MTQ,1972,1500
Martinique,MTQ,1973,1327
Martinique,MTQ,1974,1623
Martinique,MTQ,1975,1835
Martinique,MTQ,1976,2389
Martinique,MTQ,1977,1470
Martinique,MTQ,1978,1890
Martinique,MTQ,1979,1095
Martinique,MTQ,1980,610
Martinique,MTQ,1981,1135
Martinique,MTQ,1982,3951
Martinique,MTQ,1983,2826
Martinique,MTQ,1984,6500
Martinique,MTQ,1985,4850
Martinique,MTQ,1986,3234
Martinique,MTQ,1987,2422
Martinique,MTQ,1988,2322
Martinique,MTQ,1989,1809
Martinique,MTQ,1990,1066
Martinique,MTQ,1991,1202
Martinique,MTQ,1992,650
Martinique,MTQ,1993,573
Martinique,MTQ,1994,573
Martinique,MTQ,1995,522
Martinique,MTQ,1996,420
Martinique,MTQ,1997,318
Martinique,MTQ,1998,363
Martinique,MTQ,1999,363
Martinique,MTQ,2000,384
Martinique,MTQ,2001,381
Martinique,MTQ,2002,360
Martinique,MTQ,2003,248
Martinique,MTQ,2004,429
Martinique,MTQ,2005,462
Martinique,MTQ,2006,462
Mexico,MEX,1961,108057
Mexico,MEX,1962,112934
Mexico,MEX,1963,130046
Mexico,MEX,1964,131721
Mexico,MEX,1965,161910
Mexico,MEX,1966,169510
Mexico,MEX,1967,173899
Mexico,MEX,1968,192307
Mexico,MEX,1969,201739
Mexico,MEX,1970,226034
Mexico,MEX,1971,236791
Mexico,MEX,1972,234270
Mexico,MEX,1973,286443
Mexico,MEX,1974,260890
Mexico,MEX,1975,279470
Mexico,MEX,1976,280421
Mexico,MEX,1977,333112
Mexico,MEX,1978,395168
Mexico,MEX,1979,365957
Mexico,MEX,1980,441768
Mexico,MEX,1981,460879
Mexico,MEX,1982,486056
Mexico,MEX,1983,426618
Mexico,MEX,1984,439418
Mexico,MEX,1985,566451
Mexico,MEX,1986,627906
Mexico,MEX,1987,520837
Mexico,MEX,1988,682928
Mexico,MEX,1989,473156
Mexico,MEX,1990,686301
Mexico,MEX,1991,780403
Mexico,MEX,1992,724523
Mexico,MEX,1993,709296
Mexico,MEX,1994,799929
Mexico,MEX,1995,790097
Mexico,MEX,1996,837787
Mexico,MEX,1997,762336
Mexico,MEX,1998,876623
Mexico,MEX,1999,879083
Mexico,MEX,2000,907439
Mexico,MEX,2001,940229
Mexico,MEX,2002,901075
Mexico,MEX,2003,905000
Mexico,MEX,2004,987000
Mexico,MEX,2005,1021515
Mexico,MEX,2006,1134250
Mexico,MEX,2007,1142892
Mexico,MEX,2008,1162429
Mexico,MEX,2009,1230973
Mexico,MEX,2010,1107135
Mexico,MEX,2011,1264141
Mexico,MEX,2012,1316104
Mexico,MEX,2013,1467837
Mexico,MEX,2014,1520694.5
Mexico,MEX,2015,1644225.9
Mexico,MEX,2016,1889353.5
Mexico,MEX,2017,2029885.9
Mexico,MEX,2018,2184663
Mexico,MEX,2019,2300889
Mexico,MEX,2020,2393848.5
Mexico,MEX,2021,2442944.8
Mexico,MEX,2022,2540715.2
Mexico,MEX,2023,2973344.5
Morocco,MAR,1961,1000
Morocco,MAR,1962,1000
Morocco,MAR,1963,1000
Morocco,MAR,1964,1000
Morocco,MAR,1965,1000
Morocco,MAR,1966,1000
Morocco,MAR,1967,1000
Morocco,MAR,1968,1000
Morocco,MAR,1969,1000
Morocco,MAR,1970,1000
Morocco,MAR,1971,1000
Morocco,MAR,1972,1000
Morocco,MAR,1973,1000
Morocco,MAR,1974,1000
Morocco,MAR,1975,1000
Morocco,MAR,1976,1000
Morocco,MAR,1977,1000
Morocco,MAR,1978,1000
Morocco,MAR,1979,1000
Morocco,MAR,1980,1000
Morocco,MAR,1981,1000
Morocco,MAR,1982,1000
Morocco,MAR,1983,1000
Morocco,MAR,1984,1000
Morocco,MAR,1985,2000
Morocco,MAR,1986,2500
Morocco,MAR,1987,3000
Morocco,MAR,1988,3500
Morocco,MAR,1989,4000
Morocco,MAR,1990,4500
Morocco,MAR,1991,5000
Morocco,MAR,1992,5500
Morocco,MAR,1993,6000
Morocco,MAR,1994,7000
Morocco,MAR,1995,8000
Morocco,MAR,1996,9000
Morocco,MAR,1997,10000
Morocco,MAR,1998,11000
Morocco,MAR,1999,13000
Morocco,MAR,2000,13000
Morocco,MAR,2001,13600
Morocco,MAR,2002,13500
Morocco,MAR,2003,14500
Morocco,MAR,2004,15700
Morocco,MAR,2005,13400
Morocco,MAR,2006,16400
Morocco,MAR,2007,16896
Morocco,MAR,2008,19253
Morocco,MAR,2009,26000
Morocco,MAR,2010,33645
Morocco,MAR,2011,33519
Morocco,MAR,2012,54340
Morocco,MAR,2013,28079.5
Morocco,MAR,2014,31895.5
Morocco,MAR,2015,42732
Morocco,MAR,2016,42256
Morocco,MAR,2017,41695.34
Morocco,MAR,2018,51170
Morocco,MAR,2019,54576
Morocco,MAR,2020,69940
Morocco,MAR,2021,82369
Morocco,MAR,2022,98720
Morocco,MAR,2023,118666
Netherlands,NLD,2018,0
Netherlands,NLD,2019,0
Netherlands,NLD,2020,0
Netherlands,NLD,2021,0
Netherlands,NLD,2022,0
Netherlands,NLD,2023,0
New Zealand,NZL,1961,0
New Zealand,NZL,1962,0
New Zealand,NZL,1963,0
New Zealand,NZL,1964,0
New Zealand,NZL,1965,0
New Zealand,NZL,1966,0
New Zealand,NZL,1967,0
New Zealand,NZL,1968,0
New Zealand,NZL,1969,0
New Zealand,NZL,1970,0
New Zealand,NZL,1971,0
New Zealand,NZL,1972,0
New Zealand,NZL,1973,0
New Zealand,NZL,1974,19
New Zealand,NZL,1975,12
New Zealand,NZL,1976,30
New Zealand,NZL,1977,14
New Zealand,NZL,1978,78
New Zealand,NZL,1979,89
New Zealand,NZL,1980,67
New Zealand,NZL,1981,230
New Zealand,NZL,1982,320
New Zealand,NZL,1983,610
New Zealand,NZL,1984,660
New Zealand,NZL,1985,680
New Zealand,NZL,1986,800
New Zealand,NZL,1987,1000
New Zealand,NZL,1988,1300
New Zealand,NZL,1989,1188
New Zealand,NZL,1990,2477
New Zealand,NZL,1991,3208
New Zealand,NZL,1992,2030
New Zealand,NZL,1993,2500
New Zealand,NZL,1994,2550
New Zealand,NZL,1995,3000
New Zealand,NZL,1996,3500
New Zealand,NZL,1997,4000
New Zealand,NZL,1998,5300
New Zealand,NZL,1999,9300
New Zealand,NZL,2000,12606
New Zealand,NZL,2001,12060
New Zealand,NZL,2002,13398
New Zealand,NZL,2003,10642
New Zealand,NZL,2004,11752
New Zealand,NZL,2005,22970
New Zealand,NZL,2006,15000
New Zealand,NZL,2007,20000
New Zealand,NZL,2008,17000
New Zealand,NZL,2009,20500
New Zealand,NZL,2010,21000
New Zealand,NZL,2011,21500
New Zealand,NZL,2012,25500
New Zealand,NZL,2013,24600
New Zealand,NZL,2014,37900
New Zealand,NZL,2015,29000
New Zealand,NZL,2016,35000
New Zealand,NZL,2017,27000
New Zealand,NZL,2018,32864.71
New Zealand,NZL,2019,34350.95
New Zealand,NZL,2020,38338.64
New Zealand,NZL,2021,37976
New Zealand,NZL,2022,41950.43
New Zealand,NZL,2023,42695.84
Palestine,PSE,1994,19
Palestine,PSE,1995,41
Palestine,PSE,1997,156
Palestine,PSE,1998,74
Palestine,PSE,1999,63
Palestine,PSE,2000,121
Palestine,PSE,2001,325
Palestine,PSE,2002,290
Palestine,PSE,2003,268
Palestine,PSE,2004,268
Palestine,PSE,2005,479
Palestine,PSE,2006,376
Palestine,PSE,2007,377
Palestine,PSE,2008,344
Palestine,PSE,2009,385.64
Palestine,PSE,2010,480
Palestine,PSE,2011,580
Palestine,PSE,2012,600
Palestine,PSE,2013,570
Palestine,PSE,2014,550
Palestine,PSE,2015,625.94
Palestine,PSE,2016,676.57
Palestine,PSE,2017,718.73
Palestine,PSE,2018,800
Palestine,PSE,2019,1856.49
Palestine,PSE,2020,2690.84
Palestine,PSE,2021,6931
Palestine,PSE,2022,3295.41
Palestine,PSE,2023,3658.09
Panama,PAN,1961,5100
Panama,PAN,1962,5300
Panama,PAN,1963,5500
Panama,PAN,1964,5600
Panama,PAN,1965,5800
Panama,PAN,1966,6000
Panama,PAN,1967,6200
Panama,PAN,1968,6400
Panama,PAN,1969,6600
Panama,PAN,1970,2400
Panama,PAN,1971,2300
Panama,PAN,1972,2200
Panama,PAN,1973,2200
Panama,PAN,1974,2100
Panama,PAN,1975,2098
Panama,PAN,1976,2047
Panama,PAN,1977,1998
Panama,PAN,1978,1950
Panama,PAN,1979,1904
Panama,PAN,1980,2133
Panama,PAN,1981,2113
Panama,PAN,1982,2093
Panama,PAN,1983,2073
Panama,PAN,1984,2053
Panama,PAN,1985,2034
Panama,PAN,1986,2015
Panama,PAN,1987,1995
Panama,PAN,1988,1977
Panama,PAN,1989,2174
Panama,PAN,1990,2671
Panama,PAN,1991,2697
Panama,PAN,1992,2724
Panama,PAN,1993,2762
Panama,PAN,1994,2778
Panama,PAN,1995,2806
Panama,PAN,1996,2834
Panama,PAN,1997,2862
Panama,PAN,1998,2890
Panama,PAN,1999,2919
Panama,PAN,2000,2948
Panama,PAN,2001,3402
Panama,PAN,2002,3485
Panama,PAN,2003,3571
Panama,PAN,2004,3695.7
Panama,PAN,2005,3732
Panama,PAN,2006,3821
Panama,PAN,2007,3914
Panama,PAN,2008,4010
Panama,PAN,2009,4108
Panama,PAN,2010,12623
Panama,PAN,2011,10319
Panama,PAN,2012,7878
Panama,PAN,2013,7956
Panama,PAN,2014,8035
Panama,PAN,2015,8115
Panama,PAN,2016,8195
Panama,PAN,2017,8276
Panama,PAN,2018,8358
Panama,PAN,2019,10781
Panama,PAN,2020,13000
Panama,PAN,2021,10593
Panama,PAN,2022,10106.68
Panama,PAN,2023,11263.83
Paraguay,PRY,1961,10000
Paraguay,PRY,1962,10000
Paraguay,PRY,1963,8000
Paraguay,PRY,1964,8200
Paraguay,PRY,1965,8600
Paraguay,PRY,1966,8900
Paraguay,PRY,1967,9200
Paraguay,PRY,1968,11200
Paraguay,PRY,1969,12800
Paraguay,PRY,1970,14500
Paraguay,PRY,1971,15000
Paraguay,PRY,1972,15500
Paraguay,PRY,1973,15900
Paraguay,PRY,1974,16000
Paraguay,PRY,1975,15700
Paraguay,PRY,1976,16200
Paraguay,PRY,1977,15700
Paraguay,PRY,1978,16800
Paraguay,PRY,1979,17300
Paraguay,PRY,1980,17000
Paraguay,PRY,1981,16500
Paraguay,PRY,1982,16300
Paraguay,PRY,1983,16800
Paraguay,PRY,1984,17334
Paraguay,PRY,1985,17850
Paraguay,PRY,1986,18029
Paraguay,PRY,1987,18106
Paraguay,PRY,1988,16312
Paraguay,PRY,1989,16296
Paraguay,PRY,1990,15847
Paraguay,PRY,1991,15407
Paraguay,PRY,1992,14978
Paraguay,PRY,1993,14678
Paraguay,PRY,1994,14825
Paraguay,PRY,1995,13528
Paraguay,PRY,1996,12344
Paraguay,PRY,1997,11264
Paraguay,PRY,1998,11500
Paraguay,PRY,1999,12000
Paraguay,PRY,2000,12268.47
Paraguay,PRY,2001,12500
Paraguay,PRY,2002,13000
Paraguay,PRY,2003,13500
Paraguay,PRY,2004,13000
Paraguay,PRY,2005,13160
Paraguay,PRY,2006,13378.09
Paraguay,PRY,2007,13500
Paraguay,PRY,2008,13746.91
Paraguay,PRY,2009,14000
Paraguay,PRY,2010,14484.72
Paraguay,PRY,2011,14946.35
Paraguay,PRY,2012,15500
Paraguay,PRY,2013,15919.21
Paraguay,PRY,2014,16308.04
Paraguay,PRY,2015,14032.34
Paraguay,PRY,2016,15419.86
Paraguay,PRY,2017,15660.77
Paraguay,PRY,2018,15037.66
Paraguay,PRY,2019,14831.93
Paraguay,PRY,2020,15479.4
Paraguay,PRY,2021,15561.07
Paraguay,PRY,2022,15631.12
Paraguay,PRY,2023,15701.17
Peru,PER,1961,19910
Peru,PER,1962,20930
Peru,PER,1963,22460
Peru,PER,1964,23645
Peru,PER,1965,29815
Peru,PER,1966,46522
Peru,PER,1967,45305
Peru,PER,1968,49053
Peru,PER,1969,66388
Peru,PER,1970,87396
Peru,PER,1971,96384
Peru,PER,1972,104904
Peru,PER,1973,104253
Peru,PER,1974,104047
Peru,PER,1975,85788
Peru,PER,1976,82938
Peru,PER,1977,83916
Peru,PER,1978,83480
Peru,PER,1979,82606
Peru,PER,1980,73518
Peru,PER,1981,77005
Peru,PER,1982,86107
Peru,PER,1983,77556
Peru,PER,1984,83012
Peru,PER,1985,70707
Peru,PER,1986,80148
Peru,PER,1987,83873
Peru,PER,1988,86200
Peru,PER,1989,87318
Peru,PER,1990,87928
Peru,PER,1991,85709
Peru,PER,1992,96181
Peru,PER,1993,92658
Peru,PER,1994,53112
Peru,PER,1995,53145
Peru,PER,1996,64408
Peru,PER,1997,72093
Peru,PER,1998,67222
Peru,PER,1999,78037
Peru,PER,2000,83671
Peru,PER,2001,93459
Peru,PER,2002,94236
Peru,PER,2003,99975
Peru,PER,2004,108460
Peru,PER,2005,103417
Peru,PER,2006,113259
Peru,PER,2007,121720
Peru,PER,2008,136303
Peru,PER,2009,157415
Peru,PER,2010,184370
Peru,PER,2011,213662
Peru,PER,2012,268525.28
Peru,PER,2013,288387
Peru,PER,2014,349317
Peru,PER,2015,367110
Peru,PER,2016,455394.16
Peru,PER,2017,466796
Peru,PER,2018,504839.75
Peru,PER,2019,571991.9
Peru,PER,2020,672232.25
Peru,PER,2021,776650.94
Peru,PER,2022,861294
Peru,PER,2023,982558.94
Philippines,PHL,1961,13320
Philippines,PHL,1962,13000
Philippines,PHL,1963,13900
Philippines,PHL,1964,14423
Philippines,PHL,1965,15885
Philippines,PHL,1966,15885
Philippines,PHL,1967,16961
Philippines,PHL,1968,14381
Philippines,PHL,1969,15179
Philippines,PHL,1970,18090
Philippines,PHL,1971,15189
Philippines,PHL,1972,20663
Philippines,PHL,1973,17414
Philippines,PHL,1974,19800
Philippines,PHL,1975,21118
Philippines,PHL,1976,23980
Philippines,PHL,1977,28074
Philippines,PHL,1978,27260
Philippines,PHL,1979,27506
Philippines,PHL,1980,27503
Philippines,PHL,1981,25300
Philippines,PHL,1982,24924
Philippines,PHL,1983,20955
Philippines,PHL,1984,21564
Philippines,PHL,1985,20630
Philippines,PHL,1986,21882
Philippines,PHL,1987,22271
Philippines,PHL,1988,21594
Philippines,PHL,1989,24000
Philippines,PHL,1990,28000
Philippines,PHL,1991,46122.92
Philippines,PHL,1992,46935.57
Philippines,PHL,1993,47104.93
Philippines,PHL,1994,47001.41
Philippines,PHL,1995,47023.28
Philippines,PHL,1996,46303.44
Philippines,PHL,1997,43699.71
Philippines,PHL,1998,37548
Philippines,PHL,1999,38820.19
Philippines,PHL,2000,38086
Philippines,PHL,2001,37404.49
Philippines,PHL,2002,37957
Philippines,PHL,2003,35124.84
Philippines,PHL,2004,30797.35
Philippines,PHL,2005,27754.83
Philippines,PHL,2006,25617
Philippines,PHL,2007,24975
Philippines,PHL,2008,24180
Philippines,PHL,2009,22763
Philippines,PHL,2010,22029
Philippines,PHL,2011,20993
Philippines,PHL,2012,20908.64
Philippines,PHL,2013,20397.48
Philippines,PHL,2014,20060.89
Philippines,PHL,2015,19994.89
Philippines,PHL,2016,19571.85
Philippines,PHL,2017,19439.95
Philippines,PHL,2018,19442.64
Philippines,PHL,2019,19596.88
Philippines,PHL,2020,20054.72
Philippines,PHL,2021,19874.96
Philippines,PHL,2022,20076.47
Philippines,PHL,2023,18884.84
Poland,POL,2018,0
Poland,POL,2019,0
Poland,POL,2020,0
Poland,POL,2021,0
Poland,POL,2022,0
Poland,POL,2023,0
Portugal,PRT,1990,21300
Portugal,PRT,1991,20300
Portugal,PRT,1992,19400
Portugal,PRT,1993,16300
Portugal,PRT,1994,13000
Portugal,PRT,2019,13370
Portugal,PRT,2020,16560
Portugal,PRT,2021,20170
Portugal,PRT,2022,25790
Portugal,PRT,2023,33580
Puerto Rico,PRI,1961,4767
Puerto Rico,PRI,1962,4336
Puerto Rico,PRI,1963,4858
Puerto Rico,PRI,1964,5822
Puerto Rico,PRI,1965,5720
Puerto Rico,PRI,1966,5720
Puerto Rico,PRI,1967,5788
Puerto Rico,PRI,1968,5902
Puerto Rico,PRI,1969,5902
Puerto Rico,PRI,1970,5675
Puerto Rico,PRI,1971,5448
Puerto Rico,PRI,1972,5221
Puerto Rico,PRI,1973,5902
Puerto Rico,PRI,1974,4540
Puerto Rico,PRI,1975,4767
Puerto Rico,PRI,1976,4052
Puerto Rico,PRI,1977,3794
Puerto Rico,PRI,1978,4536
Puerto Rico,PRI,1979,3629
Puerto Rico,PRI,1980,3289
Puerto Rico,PRI,1981,3221
Puerto Rico,PRI,1982,4150
Puerto Rico,PRI,1983,3629
Puerto Rico,PRI,1984,3402
Puerto Rico,PRI,1985,3515
Puerto Rico,PRI,1986,3946
Puerto Rico,PRI,1987,3924
Puerto Rico,PRI,1988,4990
Puerto Rico,PRI,1989,4264
Puerto Rico,PRI,1990,4286
Puerto Rico,PRI,1991,4264
Puerto Rico,PRI,1992,3768
Puerto Rico,PRI,1993,3677
Puerto Rico,PRI,1994,3087
Puerto Rico,PRI,1995,2427
Puerto Rico,PRI,1996,2109
Puerto Rico,PRI,1997,2100
Puerto Rico,PRI,1998,1930
Puerto Rico,PRI,1999,1828
Puerto Rico,PRI,2000,2067
Puerto Rico,PRI,2001,1964
Puerto Rico,PRI,2002,2733
Puerto Rico,PRI,2003,2646
Puerto Rico,PRI,2004,4780
Puerto Rico,PRI,2005,1879
Puerto Rico,PRI,2006,2007.98
Puerto Rico,PRI,2007,2058.23
Puerto Rico,PRI,2008,2000
Puerto Rico,PRI,2009,1748.53
Puerto Rico,PRI,2010,1569.8
Puerto Rico,PRI,2011,1415.12
Puerto Rico,PRI,2012,912.51
Puerto Rico,PRI,2013,700
Puerto Rico,PRI,2014,513.69
Puerto Rico,PRI,2015,438.4
Puerto Rico,PRI,2016,651.16
Puerto Rico,PRI,2017,584.15
Puerto Rico,PRI,2018,431
Puerto Rico,PRI,2019,652.43
Puerto Rico,PRI,2020,843.61
Puerto Rico,PRI,2021,949.82
Puerto Rico,PRI,2022,1617
Puerto Rico,PRI,2023,1063.46
Reunion,REU,1961,0
Reunion,REU,1962,0
Reunion,REU,1963,0
Reunion,REU,1964,0
Reunion,REU,1965,0
Reunion,REU,1966,0
Reunion,REU,1967,0
Reunion,REU,1968,0
Reunion,REU,1969,0
Reunion,REU,1970,0
Reunion,REU,1971,0
Reunion,REU,1972,0
Reunion,REU,1973,0
Reunion,REU,1974,0
Reunion,REU,1975,0
Reunion,REU,1976,0
Reunion,REU,1977,0
Reunion,REU,1978,500
Reunion,REU,1979,600
Reunion,REU,1980,650
Reunion,REU,1981,700
Reunion,REU,1982,750
Reunion,REU,1983,800
Reunion,REU,1984,952
Reunion,REU,1985,800
Reunion,REU,1986,800
Reunion,REU,1987,202
Reunion,REU,1988,202
Reunion,REU,1989,202
Reunion,REU,1990,202
Reunion,REU,1991,202
Reunion,REU,1992,202
Reunion,REU,1993,182
Reunion,REU,1994,180
Reunion,REU,1995,180
Reunion,REU,1996,180
Reunion,REU,1997,200
Reunion,REU,1998,230
Reunion,REU,1999,250
Reunion,REU,2000,270
Reunion,REU,2001,300
Reunion,REU,2002,320
Reunion,REU,2003,350
Reunion,REU,2004,380
Reunion,REU,2005,400
Reunion,REU,2006,450
Romania,ROU,2018,0
Romania,ROU,2019,0
Romania,ROU,2020,0
Romania,ROU,2021,0
Romania,ROU,2022,0
Romania,ROU,2023,0
Rwanda,RWA,1998,3000
Rwanda,RWA,1999,3500
Rwanda,RWA,2000,3500
Rwanda,RWA,2001,3500
Rwanda,RWA,2002,4000
Rwanda,RWA,2003,4000
Rwanda,RWA,2004,4000
Rwanda,RWA,2005,4500
Rwanda,RWA,2006,4500
Rwanda,RWA,2007,5000
Rwanda,RWA,2008,9290
Rwanda,RWA,2009,10500
Rwanda,RWA,2010,5700
Rwanda,RWA,2011,8800
Rwanda,RWA,2012,5000
Rwanda,RWA,2013,8300
Rwanda,RWA,2014,7600
Rwanda,RWA,2015,9200
Rwanda,RWA,2016,9295.82
Rwanda,RWA,2017,6912.43
Rwanda,RWA,2018,8597.46
Rwanda,RWA,2019,6600.51
Rwanda,RWA,2020,6477.49
Rwanda,RWA,2021,5950.33
Rwanda,RWA,2022,5837.62
Rwanda,RWA,2023,6766.8
Saint Lucia,LCA,1961,310
Saint Lucia,LCA,1962,315
Saint Lucia,LCA,1963,320
Saint Lucia,LCA,1964,325
Saint Lucia,LCA,1965,330
Saint Lucia,LCA,1966,335
Saint Lucia,LCA,1967,340
Saint Lucia,LCA,1968,345
Saint Lucia,LCA,1969,350
Saint Lucia,LCA,1970,355
Saint Lucia,LCA,1971,360
Saint Lucia,LCA,1972,365
Saint Lucia,LCA,1973,370
Saint Lucia,LCA,1974,375
Saint Lucia,LCA,1975,380
Saint Lucia,LCA,1976,390
Saint Lucia,LCA,1977,400
Saint Lucia,LCA,1978,410
Saint Lucia,LCA,1979,420
Saint Lucia,LCA,1980,430
Saint Lucia,LCA,1981,440
Saint Lucia,LCA,1982,450
Saint Lucia,LCA,1983,460
Saint Lucia,LCA,1984,470
Saint Lucia,LCA,1985,470
Saint Lucia,LCA,1986,480
Saint Lucia,LCA,1987,500
Saint Lucia,LCA,1988,510
Saint Lucia,LCA,1989,520
Saint Lucia,LCA,1990,500
Saint Lucia,LCA,1991,450
Saint Lucia,LCA,1992,400
Saint Lucia,LCA,1993,350
Saint Lucia,LCA,1994,300
Saint Lucia,LCA,1995,250
Saint Lucia,LCA,1996,490
Saint Lucia,LCA,1997,410
