Entity,Code,Year,Hazelnuts | 00000225 || Production | 005510 || tonnes
Portugal,PRT,1977,1168
Portugal,PRT,1978,1184
Portugal,PRT,1979,1200
Portugal,PRT,1980,1216
Portugal,PRT,1981,1232
Portugal,PRT,1982,1286
Portugal,PRT,1983,1339
Portugal,PRT,1984,1371
Portugal,PRT,1985,1425
Portugal,PRT,1986,1611
Portugal,PRT,1987,1807
Portugal,PRT,1988,1800
Portugal,PRT,1989,2080
Portugal,PRT,1990,1900
Portugal,PRT,1991,2000
Portugal,PRT,1992,1800
Portugal,PRT,1993,1271
Portugal,PRT,1994,1234
Portugal,PRT,1995,842
Portugal,PRT,1996,852
Portugal,PRT,1997,901
Portugal,PRT,1998,652
Portugal,PRT,1999,702
Portugal,PRT,2000,638
Portugal,PRT,2001,568
Portugal,PRT,2002,619
Portugal,PRT,2003,588
Portugal,PRT,2004,472
Portugal,PRT,2005,342
Portugal,PRT,2006,381
Portugal,PRT,2007,362
Portugal,PRT,2008,345
Portugal,PRT,2009,338
Portugal,PRT,2010,342
Portugal,PRT,2011,343
Portugal,PRT,2012,299
Portugal,PRT,2013,337
Portugal,PRT,2014,352
Portugal,PRT,2015,360
Portugal,PRT,2016,321
Portugal,PRT,2017,307
Portugal,PRT,2018,240
Portugal,PRT,2019,220
Portugal,PRT,2020,210
Portugal,PRT,2021,240
Portugal,PRT,2022,230
Portugal,PRT,2023,250
Romania,ROU,2004,16
Romania,ROU,2005,13
Romania,ROU,2006,0
Romania,ROU,2007,3
Romania,ROU,2008,6
Romania,ROU,2009,11
Romania,ROU,2010,14
Romania,ROU,2011,51
Romania,ROU,2012,75
Romania,ROU,2013,110
Romania,ROU,2014,194
Romania,ROU,2015,422
Romania,ROU,2016,602
Romania,ROU,2017,439
Romania,ROU,2018,1010
Romania,ROU,2019,230
Romania,ROU,2020,1580
Romania,ROU,2021,660
Romania,ROU,2022,910
Romania,ROU,2023,2160
Serbia,SRB,2015,4151
Serbia,SRB,2016,4142
Serbia,SRB,2017,4196
Serbia,SRB,2018,5428
Serbia,SRB,2019,4949.3
Serbia,SRB,2020,6689
Serbia,SRB,2021,6242
Serbia,SRB,2022,9328
Serbia,SRB,2023,10190.11
Slovakia,SVK,2001,1
Slovakia,SVK,2006,0
Slovakia,SVK,2007,0
Slovakia,SVK,2008,0
Slovakia,SVK,2018,0
Slovakia,SVK,2019,0
Slovenia,SVN,2003,93
Slovenia,SVN,2004,96
Slovenia,SVN,2005,97
Slovenia,SVN,2006,73
Slovenia,SVN,2007,115
Slovenia,SVN,2008,52
Slovenia,SVN,2009,236
Slovenia,SVN,2010,99
Slovenia,SVN,2011,86
Slovenia,SVN,2012,98
Slovenia,SVN,2013,89
Slovenia,SVN,2014,67
Slovenia,SVN,2015,171
Slovenia,SVN,2016,175
Slovenia,SVN,2017,98
Slovenia,SVN,2018,220
Slovenia,SVN,2019,250
Slovenia,SVN,2020,520
Slovenia,SVN,2021,70
Slovenia,SVN,2022,240
Slovenia,SVN,2023,250
Spain,ESP,1961,14200
Spain,ESP,1962,18400
Spain,ESP,1963,20000
Spain,ESP,1964,17600
Spain,ESP,1965,20000
Spain,ESP,1966,15800
Spain,ESP,1967,15500
Spain,ESP,1968,17700
Spain,ESP,1969,12000
Spain,ESP,1970,20200
Spain,ESP,1971,19600
Spain,ESP,1972,19500
Spain,ESP,1973,15500
Spain,ESP,1974,22000
Spain,ESP,1975,20000
Spain,ESP,1976,28600
Spain,ESP,1977,30600
Spain,ESP,1978,18300
Spain,ESP,1979,35800
Spain,ESP,1980,29900
Spain,ESP,1981,23000
Spain,ESP,1982,19500
Spain,ESP,1983,31100
Spain,ESP,1984,12971
Spain,ESP,1985,30200
Spain,ESP,1986,20700
Spain,ESP,1987,28974
Spain,ESP,1988,20300
Spain,ESP,1989,24668
Spain,ESP,1990,21270
Spain,ESP,1991,18096
Spain,ESP,1992,26432
Spain,ESP,1993,12107
Spain,ESP,1994,22600
Spain,ESP,1995,15500
Spain,ESP,1996,7030
Spain,ESP,1997,21252
Spain,ESP,1998,17667
Spain,ESP,1999,27800
Spain,ESP,2000,25188
Spain,ESP,2001,26711
Spain,ESP,2002,26552
Spain,ESP,2003,12559
Spain,ESP,2004,26919
Spain,ESP,2005,23027
Spain,ESP,2006,24810
Spain,ESP,2007,16134
Spain,ESP,2008,24330
Spain,ESP,2009,10290
Spain,ESP,2010,15086
Spain,ESP,2011,17590
Spain,ESP,2012,14406
Spain,ESP,2013,15300
Spain,ESP,2014,13542
Spain,ESP,2015,11423
Spain,ESP,2016,9510
Spain,ESP,2017,10487
Spain,ESP,2018,8030
Spain,ESP,2019,12370
Spain,ESP,2020,5450
Spain,ESP,2021,7780
Spain,ESP,2022,8040
Spain,ESP,2023,6790
Sweden,SWE,2018,0
Sweden,SWE,2019,0
Sweden,SWE,2020,0
Sweden,SWE,2021,0
Sweden,SWE,2022,0
Sweden,SWE,2023,0
Tajikistan,TJK,1992,1600
Tajikistan,TJK,1993,1000
Tajikistan,TJK,1994,1120.48
Tajikistan,TJK,1995,1100.96
Tajikistan,TJK,1996,900
Tajikistan,TJK,1997,800
Tajikistan,TJK,1998,1000
Tajikistan,TJK,1999,1100
Tajikistan,TJK,2000,1000
Tajikistan,TJK,2001,1100
Tajikistan,TJK,2002,800
Tajikistan,TJK,2003,1000
Tajikistan,TJK,2004,1034.22
Tajikistan,TJK,2005,1041.92
Tajikistan,TJK,2006,1200
Tajikistan,TJK,2007,1000
Tajikistan,TJK,2008,1000
Tajikistan,TJK,2009,1000
Tajikistan,TJK,2010,1000
Tajikistan,TJK,2011,1000
Tajikistan,TJK,2012,1000
Tajikistan,TJK,2013,1000
Tajikistan,TJK,2014,1000
Tajikistan,TJK,2015,990.19
Tajikistan,TJK,2016,987.72
Tajikistan,TJK,2017,986
Tajikistan,TJK,2018,983.4
Tajikistan,TJK,2019,982.49
Tajikistan,TJK,2020,989.49
Tajikistan,TJK,2021,999.21
Tajikistan,TJK,2022,998.08
Tajikistan,TJK,2023,996.95
Tunisia,TUN,1961,0
Tunisia,TUN,1962,0
Tunisia,TUN,1963,0
Tunisia,TUN,1964,0
Tunisia,TUN,1965,0
Tunisia,TUN,1966,0
Tunisia,TUN,1967,0
Tunisia,TUN,1968,0
Tunisia,TUN,1969,0
Tunisia,TUN,1970,0
Tunisia,TUN,1971,0
Tunisia,TUN,1972,0
Tunisia,TUN,1973,0
Tunisia,TUN,1974,0
Tunisia,TUN,1975,0
Tunisia,TUN,1976,0
Tunisia,TUN,1977,0
Tunisia,TUN,1978,0
Tunisia,TUN,1979,0
Tunisia,TUN,1980,0
Tunisia,TUN,1981,0
Tunisia,TUN,1982,0
Tunisia,TUN,1983,0
Tunisia,TUN,1984,0
Tunisia,TUN,1985,0
Tunisia,TUN,1986,0
Tunisia,TUN,1987,0
Tunisia,TUN,1988,0
Tunisia,TUN,1989,20
Tunisia,TUN,1990,30
Tunisia,TUN,1991,35
Tunisia,TUN,1992,35.4
Tunisia,TUN,1993,36
Tunisia,TUN,1994,40
Tunisia,TUN,1995,38.21
Tunisia,TUN,1996,38.56
Tunisia,TUN,1997,39.94
Tunisia,TUN,1998,39.96
Tunisia,TUN,1999,39.98
Tunisia,TUN,2000,40
Tunisia,TUN,2001,40.02
Tunisia,TUN,2002,40
Tunisia,TUN,2003,40.06
Tunisia,TUN,2004,40.57
Tunisia,TUN,2005,40
Tunisia,TUN,2006,40
Tunisia,TUN,2007,40
Tunisia,TUN,2008,45
Tunisia,TUN,2009,44.43
Tunisia,TUN,2010,42.85
Tunisia,TUN,2011,42.86
Tunisia,TUN,2012,43.13
Tunisia,TUN,2013,43.4
Tunisia,TUN,2014,43.84
Tunisia,TUN,2015,44.4
Tunisia,TUN,2016,44.73
Tunisia,TUN,2017,44.88
Tunisia,TUN,2018,45.08
Tunisia,TUN,2019,45.37
Tunisia,TUN,2020,45.9
Tunisia,TUN,2021,46.02
Tunisia,TUN,2022,46.26
Tunisia,TUN,2023,46.5
Turkey,TUR,1961,76000
Turkey,TUR,1962,122380
Turkey,TUR,1963,88440
Turkey,TUR,1964,195215
Turkey,TUR,1965,62000
Turkey,TUR,1966,190000
Turkey,TUR,1967,71000
Turkey,TUR,1968,138000
Turkey,TUR,1969,170000
Turkey,TUR,1970,255000
Turkey,TUR,1971,166000
Turkey,TUR,1972,190000
Turkey,TUR,1973,250900
Turkey,TUR,1974,244000
Turkey,TUR,1975,317000
Turkey,TUR,1976,245000
Turkey,TUR,1977,290000
Turkey,TUR,1978,310000
Turkey,TUR,1979,300000
Turkey,TUR,1980,250000
Turkey,TUR,1981,350000
Turkey,TUR,1982,220000
Turkey,TUR,1983,395000
Turkey,TUR,1984,300000
Turkey,TUR,1985,180000
Turkey,TUR,1986,300000
Turkey,TUR,1987,280000
Turkey,TUR,1988,402500
Turkey,TUR,1989,550000
Turkey,TUR,1990,375000
Turkey,TUR,1991,315000
Turkey,TUR,1992,520000
Turkey,TUR,1993,305000
Turkey,TUR,1994,490000
Turkey,TUR,1995,455000
Turkey,TUR,1996,446000
Turkey,TUR,1997,410000
Turkey,TUR,1998,580000
Turkey,TUR,1999,530000
Turkey,TUR,2000,470000
Turkey,TUR,2001,625000
Turkey,TUR,2002,600000
Turkey,TUR,2003,480000
Turkey,TUR,2004,350000
Turkey,TUR,2005,530000
Turkey,TUR,2006,661000
Turkey,TUR,2007,530000
Turkey,TUR,2008,800791
Turkey,TUR,2009,500000
Turkey,TUR,2010,600000
Turkey,TUR,2011,430000
Turkey,TUR,2012,660000
Turkey,TUR,2013,549000
Turkey,TUR,2014,450000
Turkey,TUR,2015,646000
Turkey,TUR,2016,420000
Turkey,TUR,2017,675000
Turkey,TUR,2018,515000
Turkey,TUR,2019,776046
Turkey,TUR,2020,665000
Turkey,TUR,2021,684000
Turkey,TUR,2022,765000
Turkey,TUR,2023,650000
USSR,SUN,1961,900
USSR,SUN,1962,900
USSR,SUN,1963,1200
USSR,SUN,1964,1300
USSR,SUN,1965,1200
USSR,SUN,1966,1300
USSR,SUN,1967,1600
USSR,SUN,1968,1800
USSR,SUN,1969,1600
USSR,SUN,1970,2300
USSR,SUN,1971,2300
USSR,SUN,1972,2000
USSR,SUN,1973,2600
USSR,SUN,1974,2300
USSR,SUN,1975,2600
USSR,SUN,1976,2900
USSR,SUN,1977,3300
USSR,SUN,1978,3000
USSR,SUN,1979,3000
USSR,SUN,1980,3200
USSR,SUN,1981,4000
USSR,SUN,1982,3500
USSR,SUN,1983,4000
USSR,SUN,1984,5000
USSR,SUN,1985,6000
USSR,SUN,1986,7500
USSR,SUN,1987,8600
USSR,SUN,1988,9000
USSR,SUN,1989,9500
USSR,SUN,1990,10000
USSR,SUN,1991,11000
Ukraine,UKR,1992,139
Ukraine,UKR,1993,110
Ukraine,UKR,1994,105
Ukraine,UKR,1995,138
Ukraine,UKR,1996,146
Ukraine,UKR,1997,147
Ukraine,UKR,1998,165
Ukraine,UKR,1999,68
Ukraine,UKR,2000,44
Ukraine,UKR,2001,33
Ukraine,UKR,2002,17
Ukraine,UKR,2003,18
Ukraine,UKR,2004,20
Ukraine,UKR,2005,13
Ukraine,UKR,2006,10
Ukraine,UKR,2007,10
Ukraine,UKR,2008,20
Ukraine,UKR,2009,10
Ukraine,UKR,2010,20
Ukraine,UKR,2011,20
Ukraine,UKR,2012,20
Ukraine,UKR,2013,20
Ukraine,UKR,2014,10
Ukraine,UKR,2015,10
Ukraine,UKR,2016,10
Ukraine,UKR,2017,10
Ukraine,UKR,2018,20
Ukraine,UKR,2019,50
Ukraine,UKR,2020,40
Ukraine,UKR,2021,50
Ukraine,UKR,2022,210
Ukraine,UKR,2023,790
United States,USA,1961,10668
United States,USA,1962,7058
United States,USA,1963,6350
United States,USA,1964,7348
United States,USA,1965,6985
United States,USA,1966,11068
United States,USA,1967,6804
United States,USA,1968,6895
United States,USA,1969,6713
United States,USA,1970,8400
United States,USA,1971,10315
United States,USA,1972,9253
United States,USA,1973,11158
United States,USA,1974,6078
United States,USA,1975,10977
United States,USA,1976,6532
United States,USA,1977,10705
United States,USA,1978,12791
United States,USA,1979,11790
United States,USA,1980,13970
United States,USA,1981,13340
United States,USA,1982,17060
United States,USA,1983,7440
United States,USA,1984,12160
United States,USA,1985,22320
United States,USA,1986,13700
United States,USA,1987,19780
United States,USA,1988,15000
United States,USA,1989,11800
United States,USA,1990,19700
United States,USA,1991,23130
United States,USA,1992,25130
United States,USA,1993,37190
United States,USA,1994,19230
United States,USA,1995,35380
United States,USA,1996,17240
United States,USA,1997,42770
United States,USA,1998,14060
United States,USA,1999,36290
United States,USA,2000,20410
United States,USA,2001,44910
United States,USA,2002,17690
United States,USA,2003,34380
United States,USA,2004,34019
United States,USA,2005,25038
United States,USA,2006,37195
United States,USA,2007,33568
United States,USA,2008,29030
United States,USA,2009,42638
United States,USA,2010,25401
United States,USA,2011,34927
United States,USA,2012,35500
United States,USA,2013,40823
United States,USA,2014,32659
United States,USA,2015,28123
United States,USA,2016,39916
United States,USA,2017,29030
United States,USA,2018,46270
United States,USA,2019,40820
United States,USA,2020,56060
United States,USA,2021,70490
United States,USA,2022,70310
United States,USA,2023,85460
Uzbekistan,UZB,1992,800
Uzbekistan,UZB,1993,811.05
Uzbekistan,UZB,1994,900
Uzbekistan,UZB,1995,800
Uzbekistan,UZB,1996,900
Uzbekistan,UZB,1997,1000
Uzbekistan,UZB,1998,1023.83
Uzbekistan,UZB,1999,1100
Uzbekistan,UZB,2000,1200
Uzbekistan,UZB,2001,1176.4
Uzbekistan,UZB,2002,1100
Uzbekistan,UZB,2003,1000
Uzbekistan,UZB,2004,1143.75
Uzbekistan,UZB,2005,1105.89
Uzbekistan,UZB,2006,1216.71
Uzbekistan,UZB,2007,1292.84
Uzbekistan,UZB,2008,996.47
Uzbekistan,UZB,2009,1142.88
Uzbekistan,UZB,2010,1100
Uzbekistan,UZB,2011,2600
Uzbekistan,UZB,2012,2300
Uzbekistan,UZB,2013,3100
Uzbekistan,UZB,2014,3400
Uzbekistan,UZB,2015,4000
Uzbekistan,UZB,2016,3500
Uzbekistan,UZB,2017,3684.86
Uzbekistan,UZB,2018,3858.93
Uzbekistan,UZB,2019,3681.26
Uzbekistan,UZB,2020,3741.69
Uzbekistan,UZB,2021,3760.63
Uzbekistan,UZB,2022,3727.86
Uzbekistan,UZB,2023,3743.39
