Entity,CODE,Year,Value
Belgium,BEL,1991,8372.00
Belgium,BEL,1992,9128.00
Belgium,BEL,1993,9267.00
Belgium,BEL,1994,7367.00
Belgium,BEL,1995,9538.00
Belgium,BEL,1996,11695.00
Belgium,BEL,1997,5428.00
Belgium,BEL,1998,7626.00
Belgium,BEL,1999,9751.00
Belgium,BEL,2000,6866.00
Belgium,BEL,2001,7000.00
Belgium,BEL,2002,7486.00
Belgium,BEL,2003,6545.50
Belgium,BEL,2004,5120.50
Belgium,BEL,2005,3847.50
Belgium,BEL,2006,4530.41
Belgium,BEL,2007,5966.00
Belgium,BEL,2008,7742.50
Belgium,BEL,2009,8638.00
Belgium,BEL,2010,8070.00
Belgium,BEL,2011,8528.00
Belgium,BEL,2012,9000.00
Belgium,BEL,2013,8532.00
Belgium,BEL,2014,8059.00
Belgium,BEL,2015,7782.00
Belgium,BEL,2016,7584.00
Belgium,BEL,2017,7868.00
Belgium,BEL,2018,7830.00
Belgium,BEL,2019,7180.00
Belize,BLZ,1961,16.20
Belize,BLZ,1962,16.00
Belize,BLZ,1963,16.20
Belize,BLZ,1964,18.00
Belize,BLZ,1965,19.60
Belize,BLZ,1966,19.80
Belize,BLZ,1967,20.20
Belize,BLZ,1968,20.40
Belize,BLZ,1969,20.60
Belize,BLZ,1970,20.80
Belize,BLZ,1971,21.00
Belize,BLZ,1972,21.20
Belize,BLZ,1973,21.40
Belize,BLZ,1974,22.00
Belize,BLZ,1975,22.60
Belize,BLZ,1976,23.00
Belize,BLZ,1977,23.60
Belize,BLZ,1978,24.00
Belize,BLZ,1979,24.60
Belize,BLZ,1980,25.60
Belize,BLZ,1981,26.00
Belize,BLZ,1982,26.40
Belize,BLZ,1983,26.00
Belize,BLZ,1984,26.00
Belize,BLZ,1985,26.00
Belize,BLZ,1986,26.00
Belize,BLZ,1987,26.00
Belize,BLZ,1988,26.00
Belize,BLZ,1989,26.00
Belize,BLZ,1990,26.00
Belize,BLZ,1991,66.00
Belize,BLZ,1992,104.00
Belize,BLZ,1993,52.00
Belize,BLZ,1994,128.00
Belize,BLZ,1995,65.00
Belize,BLZ,1996,76.00
Belize,BLZ,1997,71.00
Belize,BLZ,1998,90.00
Belize,BLZ,1999,119.00
Belize,BLZ,2000,110.00
Belize,BLZ,2001,128.00
Belize,BLZ,2002,180.00
Belize,BLZ,2003,160.00
Belize,BLZ,2004,144.00
Belize,BLZ,2005,146.00
Belize,BLZ,2006,161.00
Belize,BLZ,2007,166.00
Belize,BLZ,2008,131.00
Belize,BLZ,2009,220.00
Belize,BLZ,2010,165.00
Belize,BLZ,2011,135.00
Belize,BLZ,2012,47.00
Belize,BLZ,2013,230.00
Belize,BLZ,2014,223.00
Belize,BLZ,2015,61.59
Belize,BLZ,2016,186.00
Belize,BLZ,2017,317.00
Belize,BLZ,2018,232.00
Belize,BLZ,2019,281.00
Belize,BLZ,2020,222.00
Belize,BLZ,2021,270.00
Bolivia,BOL,1961,159.75
Bolivia,BOL,1962,220.00
Bolivia,BOL,1963,242.00
Bolivia,BOL,1964,242.00
Bolivia,BOL,1965,244.42
Bolivia,BOL,1966,245.00
Bolivia,BOL,1967,272.25
Bolivia,BOL,1968,272.25
Bolivia,BOL,1969,269.50
Bolivia,BOL,1970,272.25
Bolivia,BOL,1971,269.50
Bolivia,BOL,1972,275.00
Bolivia,BOL,1973,275.00
Bolivia,BOL,1974,287.50
Bolivia,BOL,1975,300.00
Bolivia,BOL,1976,305.00
Bolivia,BOL,1977,310.00
Bolivia,BOL,1978,312.50
Bolivia,BOL,1979,317.50
Bolivia,BOL,1980,325.00
Bolivia,BOL,1981,325.00
Bolivia,BOL,1982,330.00
Bolivia,BOL,1983,350.00
Bolivia,BOL,1984,350.00
Bolivia,BOL,1985,350.00
Bolivia,BOL,1986,375.00
Bolivia,BOL,1987,375.00
Bolivia,BOL,1988,400.00
Bolivia,BOL,1989,400.00
Bolivia,BOL,1990,412.50
Bosnia and Herzegovina,BIH,1993,0.00
Bosnia and Herzegovina,BIH,1994,0.00
Bosnia and Herzegovina,BIH,1995,0.00
Bosnia and Herzegovina,BIH,1996,0.00
Bosnia and Herzegovina,BIH,1997,0.00
Bosnia and Herzegovina,BIH,1998,0.00
Bosnia and Herzegovina,BIH,1999,0.00
Bosnia and Herzegovina,BIH,2000,0.00
Bosnia and Herzegovina,BIH,2001,0.00
Bosnia and Herzegovina,BIH,2002,0.00
Bosnia and Herzegovina,BIH,2003,0.00
Bosnia and Herzegovina,BIH,2004,0.00
Bosnia and Herzegovina,BIH,2005,0.00
Bosnia and Herzegovina,BIH,2006,0.00
Bosnia and Herzegovina,BIH,2007,0.00
Bosnia and Herzegovina,BIH,2013,0.00
Bosnia and Herzegovina,BIH,2014,30.00
Bosnia and Herzegovina,BIH,2015,50.00
Bosnia and Herzegovina,BIH,2016,60.00
Bosnia and Herzegovina,BIH,2017,70.00
Bosnia and Herzegovina,BIH,2018,218.00
Bosnia and Herzegovina,BIH,2019,69.00
Bosnia and Herzegovina,BIH,2020,80.00
Bosnia and Herzegovina,BIH,2021,213.00
Brazil,BRA,1961,3800.00
Brazil,BRA,1962,4200.00
Brazil,BRA,1963,4500.00
Brazil,BRA,1964,5000.00
Brazil,BRA,1965,5600.00
Brazil,BRA,1966,6000.00
Brazil,BRA,1967,6100.00
Brazil,BRA,1968,6600.00
Brazil,BRA,1969,7000.00
Brazil,BRA,1970,7000.00
Brazil,BRA,1971,7800.00
Brazil,BRA,1972,8600.00
Brazil,BRA,1973,10000.00
Brazil,BRA,1974,13000.00
Brazil,BRA,1975,13700.00
Brazil,BRA,1976,10300.00
Brazil,BRA,1977,11800.00
Brazil,BRA,1978,12000.00
Brazil,BRA,1979,15000.00
Brazil,BRA,1980,19000.00
Brazil,BRA,1981,20000.00
Brazil,BRA,1982,21404.00
Brazil,BRA,1983,24854.00
Brazil,BRA,1984,34829.00
Brazil,BRA,1985,36026.00
Brazil,BRA,1986,38367.00
Brazil,BRA,1987,44922.00
Brazil,BRA,1988,43894.00
Brazil,BRA,1989,51940.00
Brazil,BRA,1990,53085.00
Brazil,BRA,1991,56231.00
Brazil,BRA,1992,67031.00
Brazil,BRA,1993,70800.00
Brazil,BRA,1994,75270.00
Brazil,BRA,1995,90000.00
Brazil,BRA,1996,92000.00
Brazil,BRA,1997,101000.00
Brazil,BRA,1998,107000.00
Brazil,BRA,1999,113000.00
Brazil,BRA,2000,137000.00
Brazil,BRA,2001,165000.00
Brazil,BRA,2002,182000.00
Brazil,BRA,2003,200000.00
Brazil,BRA,2004,220000.00
Brazil,BRA,2005,275000.00
Brazil,BRA,2006,290000.00
Brazil,BRA,2007,395000.00
Brazil,BRA,2008,465000.00
Brazil,BRA,2009,466000.00
Brazil,BRA,2010,485000.00
Brazil,BRA,2011,489000.00
Brazil,BRA,2012,510000.00
Brazil,BRA,2013,520000.00
Brazil,BRA,2014,470000.00
Brazil,BRA,2015,480000.00
Brazil,BRA,2016,528893.83
Brazil,BRA,2017,546236.29
Brazil,BRA,2018,548611.76
Brazil,BRA,2019,551181.01
Brazil,BRA,2020,561843.94
Brazil,BRA,2021,572603.19
Bulgaria,BGR,1991,1648.46
Bulgaria,BGR,1992,1401.88
Bulgaria,BGR,1993,1335.11
Bulgaria,BGR,1994,1497.71
Bulgaria,BGR,1995,1667.98
Bulgaria,BGR,1996,1700.00
Bulgaria,BGR,1997,1500.00
Bulgaria,BGR,1998,1800.00
Bulgaria,BGR,1999,2200.00
Bulgaria,BGR,2000,2000.00
Bulgaria,BGR,2001,2500.00
Bulgaria,BGR,2002,2800.00
Bulgaria,BGR,2003,3162.00
Bulgaria,BGR,2004,1700.00
Bulgaria,BGR,2005,1301.00
Bulgaria,BGR,2006,1425.00
Bulgaria,BGR,2007,1287.00
Bulgaria,BGR,2008,1157.00
Bulgaria,BGR,2009,2508.00
Bulgaria,BGR,2010,759.00
Bulgaria,BGR,2011,894.00
Bulgaria,BGR,2012,340.00
Bulgaria,BGR,2013,371.00
Bulgaria,BGR,2014,285.00
Bulgaria,BGR,2015,271.00
Bulgaria,BGR,2016,279.00
Bulgaria,BGR,2017,267.00
Bulgaria,BGR,2018,358.00
Bulgaria,BGR,2019,0.00
Burundi,BDI,1990,0.00
Burundi,BDI,1991,127.94
Burundi,BDI,1992,120.29
Burundi,BDI,1993,112.63
Burundi,BDI,1994,104.98
Burundi,BDI,1995,97.32
Burundi,BDI,1996,94.29
Burundi,BDI,1997,85.51
Burundi,BDI,1998,85.00
Burundi,BDI,1999,90.00
Burundi,BDI,2000,40.00
Burundi,BDI,2001,47.50
Burundi,BDI,2002,35.00
Burundi,BDI,2003,35.00
Burundi,BDI,2004,0.00
Burundi,BDI,2005,0.00
Burundi,BDI,2006,0.00
Burundi,BDI,2007,10.00
Burundi,BDI,2008,40.00
Burundi,BDI,2009,15.00
Burundi,BDI,2010,0.00
Burundi,BDI,2011,0.00
Burundi,BDI,2012,0.00
Burundi,BDI,2013,0.00
Burundi,BDI,2014,0.00
Burundi,BDI,2015,0.00
Burundi,BDI,2016,0.00
Burundi,BDI,2017,0.00
Burundi,BDI,2018,0.00
Burundi,BDI,2019,0.00
Burundi,BDI,2020,0.00
Burundi,BDI,2021,0.00
Canada,CAN,1961,65241.00
Canada,CAN,1962,66748.00
Canada,CAN,1963,66368.00
Canada,CAN,1964,73685.00
Canada,CAN,1965,84504.00
Canada,CAN,1966,96673.00
Canada,CAN,1967,94183.00
Canada,CAN,1968,90887.00
Canada,CAN,1969,91688.00
Canada,CAN,1970,102197.00
Canada,CAN,1971,101300.00
Canada,CAN,1972,95456.00
Canada,CAN,1973,103101.00
Canada,CAN,1974,108406.00
Canada,CAN,1975,84905.00
Canada,CAN,1976,93171.00
Canada,CAN,1977,94745.00
Canada,CAN,1978,89513.00
Canada,CAN,1979,102413.00
Canada,CAN,1980,100454.00
Canada,CAN,1981,95435.00
Canada,CAN,1982,97510.00
Canada,CAN,1983,96852.00
Canada,CAN,1984,97721.00
Canada,CAN,1985,102440.00
Canada,CAN,1986,105160.00
Canada,CAN,1987,114917.00
Canada,CAN,1988,118429.00
Canada,CAN,1989,120328.00
Canada,CAN,1990,128964.00
Canada,CAN,1991,130934.00
Canada,CAN,1992,131788.00
Canada,CAN,1993,127849.00
Canada,CAN,1994,133142.00
Canada,CAN,1995,142370.00
Canada,CAN,1996,145727.00
Canada,CAN,1997,142273.00
Canada,CAN,1998,139340.00
Canada,CAN,1999,139540.00
Canada,CAN,2000,152630.00
Canada,CAN,2001,149490.00
Canada,CAN,2002,146420.00
Canada,CAN,2003,149100.00
Canada,CAN,2004,145020.00
Canada,CAN,2005,155430.00
Canada,CAN,2006,163010.00
Canada,CAN,2007,169330.00
Canada,CAN,2008,179520.00
Canada,CAN,2009,166000.00
Canada,CAN,2010,158190.00
Canada,CAN,2011,159210.00
Canada,CAN,2012,160701.00
Canada,CAN,2013,168249.00
Canada,CAN,2014,167852.00
Canada,CAN,2015,171604.00
Canada,CAN,2016,183358.00
Canada,CAN,2017,171227.00
Canada,CAN,2018,168603.00
Canada,CAN,2019,165039.00
Canada,CAN,2020,158293.00
Canada,CAN,2021,158869.14
Chile,CHL,1991,0.00
Chile,CHL,1992,0.00
Chile,CHL,1993,0.00
Chile,CHL,1994,20533.00
Chile,CHL,1995,25047.00
Chile,CHL,1996,33017.00
Chile,CHL,1997,32502.00
Chile,CHL,1998,37278.00
Chile,CHL,1999,41843.00
Chile,CHL,2000,53592.00
Chile,CHL,2001,69686.00
Chile,CHL,2002,66676.00
Chile,CHL,2003,69782.00
Chile,CHL,2004,82284.00
Chile,CHL,2005,86962.00
Chile,CHL,2006,90399.00
Chile,CHL,2007,94706.00
Chile,CHL,2008,101909.00
Chile,CHL,2009,90600.00
Chile,CHL,2010,89954.00
Chile,CHL,2011,94953.00
Chile,CHL,2012,103087.00
Chile,CHL,2013,98094.00
Chile,CHL,2014,96802.00
Chile,CHL,2015,103581.18
Chile,CHL,2016,110747.15
Chile,CHL,2017,76905.27
Chile,CHL,2018,95074.51
Chile,CHL,2019,84372.88
Chile,CHL,2020,72215.31
Chile,CHL,2021,71614.16
China,CHN,1961,2600.00
China,CHN,1962,2650.00
China,CHN,1963,2780.00
China,CHN,1964,2950.00
China,CHN,1965,3300.00
China,CHN,1966,3600.00
China,CHN,1967,3780.00
China,CHN,1968,4000.00
China,CHN,1969,4180.00
China,CHN,1970,4350.00
China,CHN,1971,4400.00
China,CHN,1972,4600.00
China,CHN,1973,4840.00
China,CHN,1974,4980.00
China,CHN,1975,5250.00
China,CHN,1976,5510.00
China,CHN,1977,5590.00
China,CHN,1978,5592.00
China,CHN,1979,5636.00
China,CHN,1980,5524.00
China,CHN,1981,5240.00
China,CHN,1982,4952.00
China,CHN,1983,5101.00
China,CHN,1984,5068.00
China,CHN,1985,4629.00
China,CHN,1986,5503.00
China,CHN,1987,4420.00
China,CHN,1988,3660.00
China,CHN,1989,3577.00
China,CHN,1990,3016.00
China,CHN,1991,2530.00
China,CHN,1992,2162.00
China,CHN,1993,2073.00
China,CHN,1994,1823.00
China,CHN,1995,1651.00
China,CHN,1996,1583.00
China,CHN,1997,1707.00
China,CHN,1998,1718.00
China,CHN,1999,4762.00
China,CHN,2000,4872.00
China,CHN,2001,4999.00
China,CHN,2002,4227.00
China,CHN,2003,3975.00
China,CHN,2004,4212.00
China,CHN,2005,4290.00
China,CHN,2006,3805.00
China,CHN,2007,3863.00
China,CHN,2008,3588.00
China,CHN,2009,2946.00
China,CHN,2010,2947.00
China,CHN,2011,3394.00
China,CHN,2012,3746.00
China,CHN,2013,3493.00
China,CHN,2014,3357.00
China,CHN,2015,3116.00
China,CHN,2016,2915.00
China,CHN,2017,2927.00
China,CHN,2018,2817.00
China,CHN,2019,2535.00
China,CHN,2020,3068.09
China,CHN,2021,2736.00
Croatia,HRV,1992,8000.00
Croatia,HRV,1993,8000.00
Croatia,HRV,1994,9732.00
Croatia,HRV,1995,9435.00
Croatia,HRV,1996,9289.00
Croatia,HRV,1997,9300.00
Croatia,HRV,1998,6502.00
Croatia,HRV,1999,6600.00
Croatia,HRV,2000,6600.00
Croatia,HRV,2001,6600.00
Croatia,HRV,2002,7063.00
Croatia,HRV,2003,7507.00
Croatia,HRV,2004,11359.00
Croatia,HRV,2005,8500.00
Croatia,HRV,2006,8100.00
Croatia,HRV,2007,8500.00
Croatia,HRV,2008,8400.00
Croatia,HRV,2009,7800.00
Croatia,HRV,2010,6000.00
Croatia,HRV,2011,5600.00
Croatia,HRV,2012,13600.00
Croatia,HRV,2013,9900.00
Croatia,HRV,2014,9800.00
Croatia,HRV,2015,11400.00
Croatia,HRV,2016,12906.00
Croatia,HRV,2017,12704.00
Cyprus,CYP,1961,550.00
Cyprus,CYP,1962,577.50
Cyprus,CYP,1963,605.00
Cyprus,CYP,1964,550.00
Cyprus,CYP,1965,275.00
Cyprus,CYP,1966,275.00
Cyprus,CYP,1967,275.00
Cyprus,CYP,1968,302.50
Cyprus,CYP,1969,297.00
Cyprus,CYP,1970,297.00
Cyprus,CYP,1971,291.50
Cyprus,CYP,1972,286.00
Cyprus,CYP,1973,82.50
Cyprus,CYP,1974,71.50
Cyprus,CYP,1975,82.50
Cyprus,CYP,1976,121.00
Cyprus,CYP,1977,275.00
Cyprus,CYP,1978,220.00
Cyprus,CYP,1979,220.00
Cyprus,CYP,1980,220.00
Cyprus,CYP,1981,275.00
Cyprus,CYP,1982,247.50
Cyprus,CYP,1983,500.50
Cyprus,CYP,1984,401.50
Cyprus,CYP,1985,264.00
Cyprus,CYP,1986,467.50
Cyprus,CYP,1987,539.00
Cyprus,CYP,1988,599.50
Cyprus,CYP,1989,594.00
Cyprus,CYP,1990,665.50
Cyprus,CYP,1991,825.00
Cyprus,CYP,1992,1573.00
Cyprus,CYP,1993,874.50
Cyprus,CYP,1994,880.00
Cyprus,CYP,1995,1320.00
Cyprus,CYP,1996,924.00
Cyprus,CYP,1997,924.00
Cyprus,CYP,1998,1248.50
Cyprus,CYP,1999,1056.00
Cyprus,CYP,2000,1149.50
Cyprus,CYP,2001,1212.00
Cyprus,CYP,2002,1167.00
Cyprus,CYP,2003,811.00
Cyprus,CYP,2004,783.00
Cyprus,CYP,2005,633.00
Cyprus,CYP,2006,561.00
Cyprus,CYP,2007,395.00
Cyprus,CYP,2008,341.00
Cyprus,CYP,2009,260.00
Cyprus,CYP,2010,233.00
Cyprus,CYP,2011,180.00
Cyprus,CYP,2012,150.00
Cyprus,CYP,2013,149.00
Cyprus,CYP,2014,159.00
Cyprus,CYP,2015,165.00
Cyprus,CYP,2016,162.33
Cyprus,CYP,2017,197.67
Cyprus,CYP,2018,170.00
Cyprus,CYP,2019,200.00
Cyprus,CYP,2020,150.00
Cyprus,CYP,2021,160.00
Czechoslovakia,CSK,1961,2195.20
Czechoslovakia,CSK,1962,2156.00
Czechoslovakia,CSK,1963,2195.20
Czechoslovakia,CSK,1964,2450.00
Czechoslovakia,CSK,1965,2489.20
Czechoslovakia,CSK,1966,2391.20
Czechoslovakia,CSK,1967,2587.20
Czechoslovakia,CSK,1968,2685.20
Czechoslovakia,CSK,1969,3116.40
Czechoslovakia,CSK,1970,3292.80
Czechoslovakia,CSK,1971,4370.80
Czechoslovakia,CSK,1972,4900.00
Czechoslovakia,CSK,1973,5390.00
Czechoslovakia,CSK,1974,5439.00
Czechoslovakia,CSK,1975,7595.00
Czechoslovakia,CSK,1976,7815.50
Czechoslovakia,CSK,1977,9212.00
Czechoslovakia,CSK,1978,14112.00
Czechoslovakia,CSK,1979,14504.00
Czechoslovakia,CSK,1980,15998.50
Czechoslovakia,CSK,1981,18081.00
