Entity,Code,Year,Pineapples | 00000574 || Production | 005510 || tonnes
Colombia,COL,1979,104880
Colombia,COL,1980,126960
Colombia,COL,1981,124100
Colombia,COL,1982,139500
Colombia,COL,1983,106400
Colombia,COL,1984,152740
Colombia,COL,1985,151700
Colombia,COL,1986,216000
Colombia,COL,1987,228000
Colombia,COL,1988,250000
Colombia,COL,1989,280000
Colombia,COL,1990,341790
Colombia,COL,1991,345483
Colombia,COL,1992,346723
Colombia,COL,1993,381346
Colombia,COL,1994,378210
Colombia,COL,1995,387000
Colombia,COL,1996,329300
Colombia,COL,1997,313757
Colombia,COL,1998,262668
Colombia,COL,1999,388238
Colombia,COL,2000,338349
Colombia,COL,2001,313573
Colombia,COL,2002,353490
Colombia,COL,2003,390545
Colombia,COL,2004,391488
Colombia,COL,2005,378007
Colombia,COL,2006,396995
Colombia,COL,2007,434574
Colombia,COL,2008,436044
Colombia,COL,2009,326697
Colombia,COL,2010,444387
Colombia,COL,2011,512316
Colombia,COL,2012,487425
Colombia,COL,2013,640413
Colombia,COL,2014,652758.9
Colombia,COL,2015,776892.94
Colombia,COL,2016,980082.2
Colombia,COL,2017,944210
Colombia,COL,2018,899404
Colombia,COL,2019,1008687
Colombia,COL,2020,834719.25
Colombia,COL,2021,927050
Colombia,COL,2022,919708.56
Colombia,COL,2023,853169.4
Congo,COG,1961,4800
Congo,COG,1962,4700
Congo,COG,1963,4700
Congo,COG,1964,4800
Congo,COG,1965,4500
Congo,COG,1966,4500
Congo,COG,1967,4700
Congo,COG,1968,4800
Congo,COG,1969,4500
Congo,COG,1970,4800
Congo,COG,1971,4600
Congo,COG,1972,4900
Congo,COG,1973,5000
Congo,COG,1974,4800
Congo,COG,1975,4800
Congo,COG,1976,4900
Congo,COG,1977,5000
Congo,COG,1978,5200
Congo,COG,1979,5200
Congo,COG,1980,5000
Congo,COG,1981,5100
Congo,COG,1982,5300
Congo,COG,1983,5200
Congo,COG,1984,5200
Congo,COG,1985,5200
Congo,COG,1986,5100
Congo,COG,1987,5100
Congo,COG,1988,5200
Congo,COG,1989,5600
Congo,COG,1990,6164
Congo,COG,1991,4400
Congo,COG,1992,3927.64
Congo,COG,1993,3700.82
Congo,COG,1994,3574.87
Congo,COG,1995,3200
Congo,COG,1996,2700
Congo,COG,1997,3000
Congo,COG,1998,3307
Congo,COG,1999,3238
Congo,COG,2000,3154
Congo,COG,2001,3200
Congo,COG,2002,3294
Congo,COG,2003,2487
Congo,COG,2004,2867
Congo,COG,2005,3300
Congo,COG,2006,3500
Congo,COG,2007,3800
Congo,COG,2008,4000
Congo,COG,2009,4100
Congo,COG,2010,4061.99
Congo,COG,2011,3748.65
Congo,COG,2012,3815.97
Congo,COG,2013,3851.48
Congo,COG,2014,3845.7
Congo,COG,2015,3617.87
Congo,COG,2016,3771.68
Congo,COG,2017,3845.55
Congo,COG,2018,3794.77
Congo,COG,2019,3671.74
Congo,COG,2020,3770.69
Congo,COG,2021,3745.73
Congo,COG,2022,3729.39
Congo,COG,2023,3748.6
Costa Rica,CRI,1961,3500
Costa Rica,CRI,1962,3600
Costa Rica,CRI,1963,3700
Costa Rica,CRI,1964,3900
Costa Rica,CRI,1965,4200
Costa Rica,CRI,1966,4400
Costa Rica,CRI,1967,4600
Costa Rica,CRI,1968,4900
Costa Rica,CRI,1969,5100
Costa Rica,CRI,1970,5400
Costa Rica,CRI,1971,5650
Costa Rica,CRI,1972,5800
Costa Rica,CRI,1973,7965
Costa Rica,CRI,1974,8200
Costa Rica,CRI,1975,8400
Costa Rica,CRI,1976,8600
Costa Rica,CRI,1977,8800
Costa Rica,CRI,1978,8800
Costa Rica,CRI,1979,9000
Costa Rica,CRI,1980,9500
Costa Rica,CRI,1981,11000
Costa Rica,CRI,1982,9600
Costa Rica,CRI,1983,16254
Costa Rica,CRI,1984,24204
Costa Rica,CRI,1985,27257
Costa Rica,CRI,1986,71307
Costa Rica,CRI,1987,89100
Costa Rica,CRI,1988,120000
Costa Rica,CRI,1989,455000
Costa Rica,CRI,1990,423500
Costa Rica,CRI,1991,420000
Costa Rica,CRI,1992,490000
Costa Rica,CRI,1993,490000
Costa Rica,CRI,1994,490575.72
Costa Rica,CRI,1995,424480
Costa Rica,CRI,1996,573650
Costa Rica,CRI,1997,641918
Costa Rica,CRI,1998,651000
Costa Rica,CRI,1999,857969
Costa Rica,CRI,2000,903125
Costa Rica,CRI,2001,950400
Costa Rica,CRI,2002,992000
Costa Rica,CRI,2003,984233
Costa Rica,CRI,2004,1077300
Costa Rica,CRI,2005,1605237
Costa Rica,CRI,2006,1980146
Costa Rica,CRI,2007,1547139
Costa Rica,CRI,2008,1667530
Costa Rica,CRI,2009,1946054
Costa Rica,CRI,2010,2312732.8
Costa Rica,CRI,2011,2502228
Costa Rica,CRI,2012,2643889
Costa Rica,CRI,2013,2719760
Costa Rica,CRI,2014,2877982
Costa Rica,CRI,2015,2771577
Costa Rica,CRI,2016,2923158
Costa Rica,CRI,2017,3317028
Costa Rica,CRI,2018,3418155
Costa Rica,CRI,2019,2802712
Costa Rica,CRI,2020,2648138
Costa Rica,CRI,2021,2938334
Costa Rica,CRI,2022,2618630
Costa Rica,CRI,2023,2937807
Cote d'Ivoire,CIV,1961,32000
Cote d'Ivoire,CIV,1962,36000
Cote d'Ivoire,CIV,1963,46000
Cote d'Ivoire,CIV,1964,55000
Cote d'Ivoire,CIV,1965,62000
Cote d'Ivoire,CIV,1966,82300
Cote d'Ivoire,CIV,1967,104000
Cote d'Ivoire,CIV,1968,106500
Cote d'Ivoire,CIV,1969,103000
Cote d'Ivoire,CIV,1970,124000
Cote d'Ivoire,CIV,1971,154000
Cote d'Ivoire,CIV,1972,184000
Cote d'Ivoire,CIV,1973,220000
Cote d'Ivoire,CIV,1974,228131
Cote d'Ivoire,CIV,1975,239705
Cote d'Ivoire,CIV,1976,267491
Cote d'Ivoire,CIV,1977,241702
Cote d'Ivoire,CIV,1978,312156
Cote d'Ivoire,CIV,1979,291900
Cote d'Ivoire,CIV,1980,293744
Cote d'Ivoire,CIV,1981,299065
Cote d'Ivoire,CIV,1982,223861
Cote d'Ivoire,CIV,1983,182853
Cote d'Ivoire,CIV,1984,223293
Cote d'Ivoire,CIV,1985,293997
Cote d'Ivoire,CIV,1986,273453
Cote d'Ivoire,CIV,1987,227178
Cote d'Ivoire,CIV,1988,195918
Cote d'Ivoire,CIV,1989,179480
Cote d'Ivoire,CIV,1990,232543
Cote d'Ivoire,CIV,1991,201571
Cote d'Ivoire,CIV,1992,193033
Cote d'Ivoire,CIV,1993,202949
Cote d'Ivoire,CIV,1994,211686
Cote d'Ivoire,CIV,1995,209628
Cote d'Ivoire,CIV,1996,250688
Cote d'Ivoire,CIV,1997,250556
Cote d'Ivoire,CIV,1998,213974
Cote d'Ivoire,CIV,1999,252000
Cote d'Ivoire,CIV,2000,238000
Cote d'Ivoire,CIV,2001,248890
Cote d'Ivoire,CIV,2002,227501
Cote d'Ivoire,CIV,2003,243242
Cote d'Ivoire,CIV,2004,215989
Cote d'Ivoire,CIV,2005,195294
Cote d'Ivoire,CIV,2006,176698
Cote d'Ivoire,CIV,2007,159668
Cote d'Ivoire,CIV,2008,86147
Cote d'Ivoire,CIV,2009,66730
Cote d'Ivoire,CIV,2010,68212
Cote d'Ivoire,CIV,2011,69727
Cote d'Ivoire,CIV,2012,71276
Cote d'Ivoire,CIV,2013,72000
Cote d'Ivoire,CIV,2014,61336.27
Cote d'Ivoire,CIV,2015,49800
Cote d'Ivoire,CIV,2016,38900
Cote d'Ivoire,CIV,2017,48900
Cote d'Ivoire,CIV,2018,32500
Cote d'Ivoire,CIV,2019,49100
Cote d'Ivoire,CIV,2020,30000
Cote d'Ivoire,CIV,2021,42297
Cote d'Ivoire,CIV,2022,41181.13
Cote d'Ivoire,CIV,2023,34806.14
Cuba,CUB,1961,50000
Cuba,CUB,1962,45000
Cuba,CUB,1963,41174
Cuba,CUB,1964,31881
Cuba,CUB,1965,15765
Cuba,CUB,1966,9681
Cuba,CUB,1967,6678
Cuba,CUB,1968,7214
Cuba,CUB,1969,10476
Cuba,CUB,1970,14187
Cuba,CUB,1971,20817
Cuba,CUB,1972,32321
Cuba,CUB,1973,30924
Cuba,CUB,1974,30155
Cuba,CUB,1975,22161
Cuba,CUB,1976,21416
Cuba,CUB,1977,17225
Cuba,CUB,1978,18097
Cuba,CUB,1979,14379
Cuba,CUB,1980,17832
Cuba,CUB,1981,14619
Cuba,CUB,1982,15718
Cuba,CUB,1983,13350
Cuba,CUB,1984,17300
Cuba,CUB,1985,20549
Cuba,CUB,1986,21705
Cuba,CUB,1987,23154
Cuba,CUB,1988,21791
Cuba,CUB,1989,20876
Cuba,CUB,1990,22000
Cuba,CUB,1991,20221.67
Cuba,CUB,1992,21099
Cuba,CUB,1993,8925
Cuba,CUB,1994,9874
Cuba,CUB,1995,7192
Cuba,CUB,1996,7600
Cuba,CUB,1997,5131
Cuba,CUB,1998,10449
Cuba,CUB,1999,11470
Cuba,CUB,2000,24082
Cuba,CUB,2001,29331
Cuba,CUB,2002,36900
Cuba,CUB,2003,40543
Cuba,CUB,2004,45607
Cuba,CUB,2005,41137
Cuba,CUB,2006,45357
Cuba,CUB,2007,51597
Cuba,CUB,2008,55387
Cuba,CUB,2009,70920
Cuba,CUB,2010,64820
Cuba,CUB,2011,76915
Cuba,CUB,2012,84068.09
Cuba,CUB,2013,82807
Cuba,CUB,2014,47882
Cuba,CUB,2015,45663.9
Cuba,CUB,2016,48501.3
Cuba,CUB,2017,44288
Cuba,CUB,2018,40897
Cuba,CUB,2019,35583.52
Cuba,CUB,2020,28057
Cuba,CUB,2021,25825
Cuba,CUB,2022,27854
Cuba,CUB,2023,28490.86
Democratic Republic of Congo,COD,1961,110000
Democratic Republic of Congo,COD,1962,107000
Democratic Republic of Congo,COD,1963,109000
Democratic Republic of Congo,COD,1964,95000
Democratic Republic of Congo,COD,1965,105000
Democratic Republic of Congo,COD,1966,110000
Democratic Republic of Congo,COD,1967,113000
Democratic Republic of Congo,COD,1968,145000
Democratic Republic of Congo,COD,1969,150800
Democratic Republic of Congo,COD,1970,144500
Democratic Republic of Congo,COD,1971,153900
Democratic Republic of Congo,COD,1972,161000
Democratic Republic of Congo,COD,1973,159200
Democratic Republic of Congo,COD,1974,170600
Democratic Republic of Congo,COD,1975,177900
Democratic Republic of Congo,COD,1976,167400
Democratic Republic of Congo,COD,1977,160000
Democratic Republic of Congo,COD,1978,147400
Democratic Republic of Congo,COD,1979,125000
Democratic Republic of Congo,COD,1980,127500
Democratic Republic of Congo,COD,1981,132500
Democratic Republic of Congo,COD,1982,135000
Democratic Republic of Congo,COD,1983,140000
Democratic Republic of Congo,COD,1984,142500
Democratic Republic of Congo,COD,1985,145600
Democratic Republic of Congo,COD,1986,130100
Democratic Republic of Congo,COD,1987,130000
Democratic Republic of Congo,COD,1988,135900
Democratic Republic of Congo,COD,1989,142100
Democratic Republic of Congo,COD,1990,180000
Democratic Republic of Congo,COD,1991,238541
Democratic Republic of Congo,COD,1992,258530
Democratic Republic of Congo,COD,1993,280196
Democratic Republic of Congo,COD,1994,303667
Democratic Republic of Congo,COD,1995,204193
Democratic Republic of Congo,COD,1996,196713
Democratic Republic of Congo,COD,1997,202903
Democratic Republic of Congo,COD,1998,204364
Democratic Republic of Congo,COD,1999,200000
Democratic Republic of Congo,COD,2000,196000
Democratic Republic of Congo,COD,2001,192080
Democratic Republic of Congo,COD,2002,193120
Democratic Republic of Congo,COD,2003,194160
Democratic Republic of Congo,COD,2004,195210
Democratic Republic of Congo,COD,2005,195210
Democratic Republic of Congo,COD,2006,196260
Democratic Republic of Congo,COD,2007,197320
Democratic Republic of Congo,COD,2008,198390
Democratic Republic of Congo,COD,2009,199466
Democratic Republic of Congo,COD,2010,200548
Democratic Republic of Congo,COD,2011,201636
Democratic Republic of Congo,COD,2012,205000
Democratic Republic of Congo,COD,2013,203000
Democratic Republic of Congo,COD,2014,200000
Democratic Republic of Congo,COD,2015,195295.94
Democratic Republic of Congo,COD,2016,190882.23
Democratic Republic of Congo,COD,2017,188740.98
Democratic Republic of Congo,COD,2018,187339.5
Democratic Republic of Congo,COD,2019,187113.34
Democratic Republic of Congo,COD,2020,189242.83
Democratic Republic of Congo,COD,2021,189964.7
Democratic Republic of Congo,COD,2022,189481.36
Democratic Republic of Congo,COD,2023,188998
Dominica,DMA,2007,765
Dominica,DMA,2008,838
Dominica,DMA,2009,1084
Dominica,DMA,2010,1010
Dominica,DMA,2011,2439
Dominica,DMA,2012,2041.55
Dominica,DMA,2013,2235.14
Dominica,DMA,2014,2412.32
Dominica,DMA,2015,2733.82
Dominica,DMA,2016,2235.19
Dominica,DMA,2017,2277.25
Dominica,DMA,2018,2437.1
Dominica,DMA,2019,2316.51
Dominica,DMA,2020,2343.62
Dominica,DMA,2021,2365.75
Dominica,DMA,2022,2341.96
Dominica,DMA,2023,2350.44
Dominican Republic,DOM,1961,3806
Dominican Republic,DOM,1962,3929
Dominican Republic,DOM,1963,6044
Dominican Republic,DOM,1964,4078
Dominican Republic,DOM,1965,5213
Dominican Republic,DOM,1966,5621
Dominican Republic,DOM,1967,4134
Dominican Republic,DOM,1968,4595
Dominican Republic,DOM,1969,11476
Dominican Republic,DOM,1970,13016
Dominican Republic,DOM,1971,15402
Dominican Republic,DOM,1972,17611
Dominican Republic,DOM,1973,17611
Dominican Republic,DOM,1974,18000
Dominican Republic,DOM,1975,19000
Dominican Republic,DOM,1976,19000
Dominican Republic,DOM,1977,19000
Dominican Republic,DOM,1978,20000
Dominican Republic,DOM,1979,18000
Dominican Republic,DOM,1980,20000
Dominican Republic,DOM,1981,25000
Dominican Republic,DOM,1982,20011
Dominican Republic,DOM,1983,27849
Dominican Republic,DOM,1984,25649
Dominican Republic,DOM,1985,38642
Dominican Republic,DOM,1986,42437
Dominican Republic,DOM,1987,72015
Dominican Republic,DOM,1988,44035
Dominican Republic,DOM,1989,55000
Dominican Republic,DOM,1990,56323
Dominican Republic,DOM,1991,45257.64
Dominican Republic,DOM,1992,69051
Dominican Republic,DOM,1993,81373
Dominican Republic,DOM,1994,144682
Dominican Republic,DOM,1995,116051
Dominican Republic,DOM,1996,45171
Dominican Republic,DOM,1997,88397
Dominican Republic,DOM,1998,63107
Dominican Republic,DOM,1999,72528
Dominican Republic,DOM,2000,64379
Dominican Republic,DOM,2001,136862
Dominican Republic,DOM,2002,108580
Dominican Republic,DOM,2003,97240
Dominican Republic,DOM,2004,92620
Dominican Republic,DOM,2005,63669
Dominican Republic,DOM,2006,70623
Dominican Republic,DOM,2007,94915
Dominican Republic,DOM,2008,105724
Dominican Republic,DOM,2009,127184
Dominican Republic,DOM,2010,165723.94
Dominican Republic,DOM,2011,221736.38
Dominican Republic,DOM,2012,447432
Dominican Republic,DOM,2013,485736.66
Dominican Republic,DOM,2014,436303.62
Dominican Republic,DOM,2015,409155
Dominican Republic,DOM,2016,375505.75
Dominican Republic,DOM,2017,384165
Dominican Republic,DOM,2018,407107.88
Dominican Republic,DOM,2019,461024.7
Dominican Republic,DOM,2020,428599.28
Dominican Republic,DOM,2021,443226.25
Dominican Republic,DOM,2022,496872.88
Dominican Republic,DOM,2023,748353.6
Ecuador,ECU,1961,50000
Ecuador,ECU,1962,49691
Ecuador,ECU,1963,48715
Ecuador,ECU,1964,51283
Ecuador,ECU,1965,54934
Ecuador,ECU,1966,62336
Ecuador,ECU,1967,55289
Ecuador,ECU,1968,55116
Ecuador,ECU,1969,57292
Ecuador,ECU,1970,59090
Ecuador,ECU,1971,55960
Ecuador,ECU,1972,73068
Ecuador,ECU,1973,44595
Ecuador,ECU,1974,97648
Ecuador,ECU,1975,133500
Ecuador,ECU,1976,130106
Ecuador,ECU,1977,118123
Ecuador,ECU,1978,125364
Ecuador,ECU,1979,124975
Ecuador,ECU,1980,135023
Ecuador,ECU,1981,140194
Ecuador,ECU,1982,136751
Ecuador,ECU,1983,92288
Ecuador,ECU,1984,65072
Ecuador,ECU,1985,70067
Ecuador,ECU,1986,65495
Ecuador,ECU,1987,53819
Ecuador,ECU,1988,55698
Ecuador,ECU,1989,57306
Ecuador,ECU,1990,59021
Ecuador,ECU,1991,32264
Ecuador,ECU,1992,43271
Ecuador,ECU,1993,50837
Ecuador,ECU,1994,62005
Ecuador,ECU,1995,52540
Ecuador,ECU,1996,57851
Ecuador,ECU,1997,30150
Ecuador,ECU,1998,79947
Ecuador,ECU,1999,73000
Ecuador,ECU,2000,48507
Ecuador,ECU,2001,47318
Ecuador,ECU,2002,76616
Ecuador,ECU,2003,67206
Ecuador,ECU,2004,75206
Ecuador,ECU,2005,103478
Ecuador,ECU,2006,105000
Ecuador,ECU,2007,110000
Ecuador,ECU,2008,119337
Ecuador,ECU,2009,120000
Ecuador,ECU,2010,124500
Ecuador,ECU,2011,117000
Ecuador,ECU,2012,120000
Ecuador,ECU,2013,134987.28
Ecuador,ECU,2014,147933.31
Ecuador,ECU,2015,263520.53
Ecuador,ECU,2016,116043.63
Ecuador,ECU,2017,165307
Ecuador,ECU,2018,149548
Ecuador,ECU,2019,46347.89
Ecuador,ECU,2020,104058.66
Ecuador,ECU,2021,206660.42
Ecuador,ECU,2022,295310.8
Ecuador,ECU,2023,507987.5
El Salvador,SLV,1961,21300
El Salvador,SLV,1962,21900
El Salvador,SLV,1963,22500
El Salvador,SLV,1964,22500
El Salvador,SLV,1965,23600
El Salvador,SLV,1966,24800
El Salvador,SLV,1967,26000
El Salvador,SLV,1968,29100
El Salvador,SLV,1969,30900
El Salvador,SLV,1970,33100
El Salvador,SLV,1971,35168
El Salvador,SLV,1972,34000
El Salvador,SLV,1973,30000
El Salvador,SLV,1974,27000
El Salvador,SLV,1975,29520
El Salvador,SLV,1976,23000
El Salvador,SLV,1977,21252
El Salvador,SLV,1978,17388
El Salvador,SLV,1979,23390
El Salvador,SLV,1980,17870
El Salvador,SLV,1981,15824
El Salvador,SLV,1982,15824
El Salvador,SLV,1983,18400
El Salvador,SLV,1984,19550
El Salvador,SLV,1985,20019
El Salvador,SLV,1986,16422
El Salvador,SLV,1987,15249
El Salvador,SLV,1988,14310
El Salvador,SLV,1989,14467
El Salvador,SLV,1990,15405
El Salvador,SLV,1991,15400
El Salvador,SLV,1992,12000
El Salvador,SLV,1993,15000
El Salvador,SLV,1994,17614
El Salvador,SLV,1995,10840
El Salvador,SLV,1996,6000
El Salvador,SLV,1997,7937
El Salvador,SLV,1998,4500
El Salvador,SLV,1999,6818
El Salvador,SLV,2000,5636
El Salvador,SLV,2001,5800
El Salvador,SLV,2002,5800
El Salvador,SLV,2003,2280
El Salvador,SLV,2004,6578
El Salvador,SLV,2005,6676
El Salvador,SLV,2006,7183
El Salvador,SLV,2007,7913
El Salvador,SLV,2008,8625
El Salvador,SLV,2009,8625
El Salvador,SLV,2010,3145.77
El Salvador,SLV,2011,5784
El Salvador,SLV,2012,3800
El Salvador,SLV,2013,1708
El Salvador,SLV,2014,1543
El Salvador,SLV,2015,4296
El Salvador,SLV,2016,4460
El Salvador,SLV,2017,1005.68
El Salvador,SLV,2018,1007.36
El Salvador,SLV,2019,1713.64
El Salvador,SLV,2020,4526.34
El Salvador,SLV,2021,987.82
El Salvador,SLV,2022,1033.33
El Salvador,SLV,2023,1087.92
Eswatini,SWZ,1961,2000
Eswatini,SWZ,1962,3000
Eswatini,SWZ,1963,3000
Eswatini,SWZ,1964,4000
Eswatini,SWZ,1965,5634
Eswatini,SWZ,1966,7666
Eswatini,SWZ,1967,13426
Eswatini,SWZ,1968,10433
Eswatini,SWZ,1969,10886
Eswatini,SWZ,1970,9818
Eswatini,SWZ,1971,8612
Eswatini,SWZ,1972,7918
Eswatini,SWZ,1973,13853
Eswatini,SWZ,1974,21193
Eswatini,SWZ,1975,17394
Eswatini,SWZ,1976,17937
Eswatini,SWZ,1977,20842
Eswatini,SWZ,1978,23355
Eswatini,SWZ,1979,29869
Eswatini,SWZ,1980,27553
Eswatini,SWZ,1981,29334
Eswatini,SWZ,1982,35150
Eswatini,SWZ,1983,37327
Eswatini,SWZ,1984,43788
Eswatini,SWZ,1985,53000
Eswatini,SWZ,1986,57000
Eswatini,SWZ,1987,55000
Eswatini,SWZ,1988,60000
Eswatini,SWZ,1989,64000
Eswatini,SWZ,1990,57000
Eswatini,SWZ,1991,59000
Eswatini,SWZ,1992,60000
Eswatini,SWZ,1993,40000
Eswatini,SWZ,1994,20355
Eswatini,SWZ,1995,10623
Eswatini,SWZ,1996,7848
Eswatini,SWZ,1997,8439
Eswatini,SWZ,1998,9000
Eswatini,SWZ,1999,10000
Eswatini,SWZ,2000,19680
Eswatini,SWZ,2001,20000
Eswatini,SWZ,2002,32000
Eswatini,SWZ,2003,37033.11
Eswatini,SWZ,2004,35500
Eswatini,SWZ,2005,20000
Eswatini,SWZ,2006,21000
Eswatini,SWZ,2007,20000
Eswatini,SWZ,2008,24000
Eswatini,SWZ,2009,25000
Eswatini,SWZ,2010,26500
Eswatini,SWZ,2011,29063.1
Eswatini,SWZ,2012,32000
Eswatini,SWZ,2013,35263.35
Eswatini,SWZ,2014,39211.15
Eswatini,SWZ,2015,35147.37
Eswatini,SWZ,2016,35000
Eswatini,SWZ,2017,37000
Eswatini,SWZ,2018,36000
Eswatini,SWZ,2019,38000
Eswatini,SWZ,2020,36552.3
Eswatini,SWZ,2021,35000
Eswatini,SWZ,2022,31001.76
Eswatini,SWZ,2023,21203.57
Ethiopia,ETH,2007,449
Ethiopia,ETH,2008,171.74
Ethiopia,ETH,2009,417.6
Ethiopia,ETH,2010,700.99
Ethiopia,ETH,2011,386.4
Ethiopia,ETH,2012,455.89
Ethiopia,ETH,2013,489.96
Ethiopia,ETH,2014,312.56
Ethiopia,ETH,2015,304.46
Ethiopia,ETH,2016,810.3
Ethiopia,ETH,2017,1374.55
Ethiopia,ETH,2018,1151.67
Ethiopia,ETH,2019,1163.88
Ethiopia,ETH,2020,2558.94
Ethiopia,ETH,2021,1545.64
Ethiopia,ETH,2022,1791.38
Ethiopia,ETH,2023,1971.29
Fiji,FJI,1961,560
Fiji,FJI,1962,560
Fiji,FJI,1963,560
Fiji,FJI,1964,500
Fiji,FJI,1965,500
Fiji,FJI,1966,500
Fiji,FJI,1967,970
Fiji,FJI,1968,1700
Fiji,FJI,1969,1200
Fiji,FJI,1970,800
Fiji,FJI,1971,1100
Fiji,FJI,1972,1000
Fiji,FJI,1973,1100
Fiji,FJI,1974,1100
Fiji,FJI,1975,1100
Fiji,FJI,1976,1100
Fiji,FJI,1977,1400
Fiji,FJI,1978,1800
Fiji,FJI,1979,2000
Fiji,FJI,1980,3000
Fiji,FJI,1981,3500
Fiji,FJI,1982,4000
Fiji,FJI,1983,4200
Fiji,FJI,1984,4500
Fiji,FJI,1985,3000
Fiji,FJI,1986,3200
Fiji,FJI,1987,4650
Fiji,FJI,1988,7030
Fiji,FJI,1989,7400
Fiji,FJI,1990,3516
Fiji,FJI,1991,2097
Fiji,FJI,1992,1407
Fiji,FJI,1993,934
Fiji,FJI,1994,1244
Fiji,FJI,1995,2482
Fiji,FJI,1996,3456
Fiji,FJI,1997,2974
Fiji,FJI,1998,2534
Fiji,FJI,1999,2409
Fiji,FJI,2000,2538
Fiji,FJI,2001,2323
Fiji,FJI,2002,1865
Fiji,FJI,2003,2787
Fiji,FJI,2004,3488
Fiji,FJI,2005,2985
Fiji,FJI,2006,3205
Fiji,FJI,2007,2032
Fiji,FJI,2008,3506
Fiji,FJI,2009,3868
Fiji,FJI,2010,3345
Fiji,FJI,2011,4116
Fiji,FJI,2012,841
Fiji,FJI,2013,5771
Fiji,FJI,2014,6538.2
Fiji,FJI,2015,8839
Fiji,FJI,2016,5135
Fiji,FJI,2017,5905.78
Fiji,FJI,2018,6008
Fiji,FJI,2019,7158
Fiji,FJI,2020,7423.1
Fiji,FJI,2021,6350
Fiji,FJI,2022,7392.5
Fiji,FJI,2023,8590.8
French Polynesia,PYF,1961,750
French Polynesia,PYF,1962,780
French Polynesia,PYF,1963,300
French Polynesia,PYF,1964,330
French Polynesia,PYF,1965,350
French Polynesia,PYF,1966,400
French Polynesia,PYF,1967,400
French Polynesia,PYF,1968,500
French Polynesia,PYF,1969,500
French Polynesia,PYF,1970,600
French Polynesia,PYF,1971,320
French Polynesia,PYF,1972,542
French Polynesia,PYF,1973,760
French Polynesia,PYF,1974,977
French Polynesia,PYF,1975,1131
French Polynesia,PYF,1976,1079
French Polynesia,PYF,1977,1056
French Polynesia,PYF,1978,1294
French Polynesia,PYF,1979,1579
French Polynesia,PYF,1980,1160
French Polynesia,PYF,1981,1148
French Polynesia,PYF,1982,1225
French Polynesia,PYF,1983,1883
French Polynesia,PYF,1984,2703
French Polynesia,PYF,1985,2353
French Polynesia,PYF,1986,2303
French Polynesia,PYF,1987,2316
French Polynesia,PYF,1988,3654
French Polynesia,PYF,1989,4866
French Polynesia,PYF,1990,5100
French Polynesia,PYF,1991,6285
French Polynesia,PYF,1992,4552
French Polynesia,PYF,1993,4063
French Polynesia,PYF,1994,3336
French Polynesia,PYF,1995,3353
French Polynesia,PYF,1996,3392
French Polynesia,PYF,1997,3456
French Polynesia,PYF,1998,3026
French Polynesia,PYF,1999,3708
French Polynesia,PYF,2000,3500
French Polynesia,PYF,2001,3505.89
French Polynesia,PYF,2002,3514.76
French Polynesia,PYF,2003,3421
French Polynesia,PYF,2004,3931
French Polynesia,PYF,2005,4346
French Polynesia,PYF,2006,2704
French Polynesia,PYF,2007,2874
French Polynesia,PYF,2008,4014
French Polynesia,PYF,2009,4052
French Polynesia,PYF,2010,4237
French Polynesia,PYF,2011,4281
French Polynesia,PYF,2012,4429
French Polynesia,PYF,2013,4055.74
French Polynesia,PYF,2014,4025
French Polynesia,PYF,2015,3830.92
French Polynesia,PYF,2016,3734.88
French Polynesia,PYF,2017,3636.49
French Polynesia,PYF,2018,3536.31
French Polynesia,PYF,2019,3238
French Polynesia,PYF,2020,2747
French Polynesia,PYF,2021,3103.07
French Polynesia,PYF,2022,3155
French Polynesia,PYF,2023,3296.16
Gabon,GAB,1961,0
Gabon,GAB,1962,0
Gabon,GAB,1963,0
Gabon,GAB,1964,0
Gabon,GAB,1965,0
Gabon,GAB,1966,0
Gabon,GAB,1967,0
Gabon,GAB,1968,0
Gabon,GAB,1969,0
Gabon,GAB,1970,0
Gabon,GAB,1971,0
Gabon,GAB,1972,0
Gabon,GAB,1973,0
Gabon,GAB,1974,0
Gabon,GAB,1975,0
Gabon,GAB,1976,0
Gabon,GAB,1977,0
Gabon,GAB,1978,0
Gabon,GAB,1979,0
Gabon,GAB,1980,0
Gabon,GAB,1981,0
Gabon,GAB,1982,0
Gabon,GAB,1983,0
Gabon,GAB,1984,0
Gabon,GAB,1985,0
Gabon,GAB,1986,574
Gabon,GAB,1987,429
Gabon,GAB,1988,623
Gabon,GAB,1989,622
Gabon,GAB,1990,630
Gabon,GAB,1991,607.35
Gabon,GAB,1992,619.82
Gabon,GAB,1993,640
Gabon,GAB,1994,645.4
Gabon,GAB,1995,650
Gabon,GAB,1996,677.29
Gabon,GAB,1997,694.58
Gabon,GAB,1998,711.83
Gabon,GAB,1999,700
Gabon,GAB,2000,744.74
Gabon,GAB,2001,756.29
Gabon,GAB,2002,769.61
Gabon,GAB,2003,783.61
Gabon,GAB,2004,799.88
Gabon,GAB,2005,821.65
Gabon,GAB,2006,824.32
Gabon,GAB,2007,750
Gabon,GAB,2008,910.2
Gabon,GAB,2009,969.49
Gabon,GAB,2010,1027.29
Gabon,GAB,2011,1083.73
Gabon,GAB,2012,1250
Gabon,GAB,2013,1164.32
Gabon,GAB,2014,1200
Gabon,GAB,2015,1236.03
Gabon,GAB,2016,1200.12
