Entity,Code,Year,Cherries | 00000531 || Production | 005510 || tonnes
Norway,NOR,2002,1066
Norway,NOR,2003,764
Norway,NOR,2004,1183
Norway,NOR,2005,842
Norway,NOR,2006,1377
Norway,NOR,2007,662
Norway,NOR,2008,895
Norway,NOR,2009,1247
Norway,NOR,2010,893
Norway,NOR,2011,549
Norway,NOR,2012,572
Norway,NOR,2013,684
Norway,NOR,2014,857
Norway,NOR,2015,612
Norway,NOR,2016,686
Norway,NOR,2017,623
Norway,NOR,2018,956
Norway,NOR,2019,693
Norway,NOR,2020,643
Norway,NOR,2021,899
Norway,NOR,2022,1125
Norway,NOR,2023,1117
Pakistan,PAK,1961,0
Pakistan,PAK,1962,0
Pakistan,PAK,1963,0
Pakistan,PAK,1964,0
Pakistan,PAK,1965,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,0
Pakistan,PAK,1968,0
Pakistan,PAK,1969,0
Pakistan,PAK,1970,0
Pakistan,PAK,1971,0
Pakistan,PAK,1972,0
Pakistan,PAK,1973,0
Pakistan,PAK,1974,0
Pakistan,PAK,1975,0
Pakistan,PAK,1976,0
Pakistan,PAK,1977,0
Pakistan,PAK,1978,0
Pakistan,PAK,1979,0
Pakistan,PAK,1980,170
Pakistan,PAK,1981,210
Pakistan,PAK,1982,240
Pakistan,PAK,1983,300
Pakistan,PAK,1984,360
Pakistan,PAK,1985,440
Pakistan,PAK,1986,490
Pakistan,PAK,1987,549
Pakistan,PAK,1988,573
Pakistan,PAK,1989,628
Pakistan,PAK,1990,659
Pakistan,PAK,1991,714
Pakistan,PAK,1992,963
Pakistan,PAK,1993,1213
Pakistan,PAK,1994,1519
Pakistan,PAK,1995,1700
Pakistan,PAK,1996,2020
Pakistan,PAK,1997,2054
Pakistan,PAK,1998,2115
Pakistan,PAK,1999,1279
Pakistan,PAK,2000,1563
Pakistan,PAK,2001,1585
Pakistan,PAK,2002,1500
Pakistan,PAK,2003,1965
Pakistan,PAK,2004,2017
Pakistan,PAK,2005,2080
Pakistan,PAK,2006,1629
Pakistan,PAK,2007,2321
Pakistan,PAK,2008,2314
Pakistan,PAK,2009,1976
Pakistan,PAK,2010,1973
Pakistan,PAK,2011,1973
Pakistan,PAK,2012,1999
Pakistan,PAK,2013,1981
Pakistan,PAK,2014,2027
Pakistan,PAK,2015,2083
Pakistan,PAK,2016,2140
Pakistan,PAK,2017,2067
Pakistan,PAK,2018,2096
Pakistan,PAK,2019,2366
Pakistan,PAK,2020,2442
Pakistan,PAK,2021,2753
Pakistan,PAK,2022,2875
Pakistan,PAK,2023,2875.87
Palestine,PSE,2000,22.52
Palestine,PSE,2001,60
Palestine,PSE,2002,433
Palestine,PSE,2003,71
Palestine,PSE,2004,1787
Palestine,PSE,2005,785
Palestine,PSE,2006,975
Palestine,PSE,2007,1119
Palestine,PSE,2008,1196
Palestine,PSE,2009,1050
Palestine,PSE,2010,601.43
Palestine,PSE,2011,968.5
Palestine,PSE,2012,1096.94
Palestine,PSE,2013,1094.22
Palestine,PSE,2014,1169.3
Palestine,PSE,2015,1208.45
Palestine,PSE,2016,1157.32
Palestine,PSE,2017,1178.35
Palestine,PSE,2018,1142.52
Palestine,PSE,2019,1173.9
Palestine,PSE,2020,1180.22
Palestine,PSE,2021,1029
Palestine,PSE,2022,1208.33
Palestine,PSE,2023,1253.25
Peru,PER,1970,1140
Peru,PER,1971,1198
Peru,PER,1972,1070
Peru,PER,1973,1057
Peru,PER,1974,1078
Peru,PER,1975,1045
Peru,PER,1976,710
Peru,PER,1977,303
Peru,PER,1978,290
Peru,PER,1979,281
Peru,PER,1980,480
Peru,PER,1981,573
Peru,PER,1982,600
Peru,PER,1983,659
Peru,PER,1984,766
Peru,PER,1985,1050
Peru,PER,1986,911
Peru,PER,1987,985
Peru,PER,1988,1078
Peru,PER,1989,1022
Peru,PER,1990,947
Peru,PER,1991,1004
Peru,PER,1992,1127
Peru,PER,1993,1219
Peru,PER,1994,175
Peru,PER,1995,181
Peru,PER,1996,214
Peru,PER,1997,222
Peru,PER,1998,204
Peru,PER,1999,330
Peru,PER,2000,359
Peru,PER,2001,387
Peru,PER,2002,414
Peru,PER,2003,465
Peru,PER,2004,490
Peru,PER,2005,501
Peru,PER,2006,496
Peru,PER,2007,356
Peru,PER,2008,252
Peru,PER,2009,265
Peru,PER,2010,17
Peru,PER,2011,10
Peru,PER,2012,10.28
Peru,PER,2013,5.17
Peru,PER,2014,3.4
Peru,PER,2015,4
Peru,PER,2016,4
Peru,PER,2017,3
Peru,PER,2018,4
Peru,PER,2019,3
Peru,PER,2020,2.92
Peru,PER,2021,3.09
Peru,PER,2022,2.64
Peru,PER,2023,2.93
Poland,POL,1961,36700
Poland,POL,1962,30900
Poland,POL,1963,16600
Poland,POL,1964,39300
Poland,POL,1965,26100
Poland,POL,1966,41600
Poland,POL,1967,27000
Poland,POL,1968,42900
Poland,POL,1969,37000
Poland,POL,1970,29200
Poland,POL,1971,19700
Poland,POL,1972,11700
Poland,POL,1973,26400
Poland,POL,1974,11200
Poland,POL,1975,21949
Poland,POL,1976,45129
Poland,POL,1977,32991
Poland,POL,1978,23868
Poland,POL,1979,32100
Poland,POL,1980,25166
Poland,POL,1981,19713
Poland,POL,1982,28564
Poland,POL,1983,38643
Poland,POL,1984,36565
Poland,POL,1985,30884
Poland,POL,1986,27642
Poland,POL,1987,3840
Poland,POL,1988,21554
Poland,POL,1989,16807
Poland,POL,1990,9348
Poland,POL,1991,16263
Poland,POL,1992,25651
Poland,POL,1993,31629
Poland,POL,1994,28851
Poland,POL,1995,35637
Poland,POL,1996,37188
Poland,POL,1997,35626
Poland,POL,1998,41042
Poland,POL,1999,35081
Poland,POL,2000,38554
Poland,POL,2001,44645
Poland,POL,2002,40756
Poland,POL,2003,44122
Poland,POL,2004,48442
Poland,POL,2005,37508
Poland,POL,2006,38364
Poland,POL,2007,20186
Poland,POL,2008,40818
Poland,POL,2009,50505
Poland,POL,2010,40134
Poland,POL,2011,37984
Poland,POL,2012,41063
Poland,POL,2013,47552
Poland,POL,2014,48070
Poland,POL,2015,48138
Poland,POL,2016,53773
Poland,POL,2017,19666
Poland,POL,2018,59960
Poland,POL,2019,44430
Poland,POL,2020,51300
Poland,POL,2021,59100
Poland,POL,2022,76600
Poland,POL,2023,68800
Portugal,PRT,1961,29600
Portugal,PRT,1962,31300
Portugal,PRT,1963,30600
Portugal,PRT,1964,34700
Portugal,PRT,1965,37800
Portugal,PRT,1966,35000
Portugal,PRT,1967,30000
Portugal,PRT,1968,21700
Portugal,PRT,1969,24000
Portugal,PRT,1970,21400
Portugal,PRT,1971,24000
Portugal,PRT,1972,24160
Portugal,PRT,1973,15680
Portugal,PRT,1974,14999
Portugal,PRT,1975,15433
Portugal,PRT,1976,21298
Portugal,PRT,1977,11714
Portugal,PRT,1978,10191
Portugal,PRT,1979,12127
Portugal,PRT,1980,11157
Portugal,PRT,1981,10900
Portugal,PRT,1982,13080
Portugal,PRT,1983,12950
Portugal,PRT,1984,12303
Portugal,PRT,1985,12672
Portugal,PRT,1986,9757
Portugal,PRT,1987,8000
Portugal,PRT,1988,5000
Portugal,PRT,1989,10506
Portugal,PRT,1990,11310
Portugal,PRT,1991,13570
Portugal,PRT,1992,15119
Portugal,PRT,1993,13131
Portugal,PRT,1994,11624
Portugal,PRT,1995,9520
Portugal,PRT,1996,11530
Portugal,PRT,1997,11471
Portugal,PRT,1998,4131
Portugal,PRT,1999,16730
Portugal,PRT,2000,8006
Portugal,PRT,2001,12483
Portugal,PRT,2002,19422
Portugal,PRT,2003,13930
Portugal,PRT,2004,15658
Portugal,PRT,2005,16373
Portugal,PRT,2006,15231
Portugal,PRT,2007,9562
Portugal,PRT,2008,10772
Portugal,PRT,2009,11975
Portugal,PRT,2010,9836
Portugal,PRT,2011,13350
Portugal,PRT,2012,10416
Portugal,PRT,2013,10776
Portugal,PRT,2014,10577
Portugal,PRT,2015,17714
Portugal,PRT,2016,17362
Portugal,PRT,2017,19563
Portugal,PRT,2018,17420
Portugal,PRT,2019,22000
Portugal,PRT,2020,9240
Portugal,PRT,2021,23930
Portugal,PRT,2022,24680
Portugal,PRT,2023,11810
Romania,ROU,1961,51300
Romania,ROU,1962,52500
Romania,ROU,1963,51400
Romania,ROU,1964,48700
Romania,ROU,1965,35800
Romania,ROU,1966,78500
Romania,ROU,1967,68300
Romania,ROU,1968,59861
Romania,ROU,1969,71700
Romania,ROU,1970,61133
Romania,ROU,1971,50900
Romania,ROU,1972,58300
Romania,ROU,1973,53900
Romania,ROU,1974,56070
Romania,ROU,1975,59153
Romania,ROU,1976,52731
Romania,ROU,1977,57100
Romania,ROU,1978,66584
Romania,ROU,1979,96161
Romania,ROU,1980,67100
Romania,ROU,1981,62294
Romania,ROU,1982,87689
Romania,ROU,1983,93419
Romania,ROU,1984,96591
Romania,ROU,1985,88500
Romania,ROU,1986,82600
Romania,ROU,1987,73900
Romania,ROU,1988,79200
Romania,ROU,1989,79900
Romania,ROU,1990,67700
Romania,ROU,1991,59571
Romania,ROU,1992,73012
Romania,ROU,1993,106368
Romania,ROU,1994,70412
Romania,ROU,1995,60500
Romania,ROU,1996,89274
Romania,ROU,1997,73837
Romania,ROU,1998,77920
Romania,ROU,1999,71622
Romania,ROU,2000,73739
Romania,ROU,2001,91188
Romania,ROU,2002,66338
Romania,ROU,2003,98504
Romania,ROU,2004,50988
Romania,ROU,2005,117859
Romania,ROU,2006,104791
Romania,ROU,2007,65163
Romania,ROU,2008,67664
Romania,ROU,2009,67874
Romania,ROU,2010,70290
Romania,ROU,2011,81842
Romania,ROU,2012,70542
Romania,ROU,2013,80477
Romania,ROU,2014,82808
Romania,ROU,2015,75503
Romania,ROU,2016,73834
Romania,ROU,2017,58474
Romania,ROU,2018,49100
Romania,ROU,2019,39140
Romania,ROU,2020,37640
Romania,ROU,2021,40670
Romania,ROU,2022,34320
Romania,ROU,2023,36560
Russia,RUS,1992,78250
Russia,RUS,1993,79800
Russia,RUS,1994,59500
Russia,RUS,1995,62000
Russia,RUS,1996,85000
Russia,RUS,1997,80000
Russia,RUS,1998,52000
Russia,RUS,1999,54000
Russia,RUS,2000,85000
Russia,RUS,2001,88000
Russia,RUS,2002,85000
Russia,RUS,2003,90000
Russia,RUS,2004,100000
Russia,RUS,2005,93000
Russia,RUS,2006,50000
Russia,RUS,2007,100000
Russia,RUS,2008,73000
Russia,RUS,2009,76000
Russia,RUS,2010,66500
Russia,RUS,2011,76000
Russia,RUS,2012,72000
Russia,RUS,2013,78000
Russia,RUS,2014,77000
Russia,RUS,2015,41600
Russia,RUS,2016,42500
Russia,RUS,2017,37300
Russia,RUS,2018,46400
Russia,RUS,2019,48700
Russia,RUS,2020,51000
Russia,RUS,2021,55300
Russia,RUS,2022,59400
Russia,RUS,2023,56568.73
Serbia,SRB,2006,23302
Serbia,SRB,2007,28546
Serbia,SRB,2008,29551
Serbia,SRB,2009,29228
Serbia,SRB,2010,22201
Serbia,SRB,2011,28551
Serbia,SRB,2012,18183.72
Serbia,SRB,2013,22634.84
Serbia,SRB,2014,20008
Serbia,SRB,2015,23041.16
Serbia,SRB,2016,20696.55
Serbia,SRB,2017,27322.8
Serbia,SRB,2018,19153
Serbia,SRB,2019,17139
Serbia,SRB,2020,14961.47
Serbia,SRB,2021,15863
Serbia,SRB,2022,22947
Serbia,SRB,2023,15575.72
Serbia and Montenegro,SCG,1992,30919
Serbia and Montenegro,SCG,1993,30941
Serbia and Montenegro,SCG,1994,30644
Serbia and Montenegro,SCG,1995,24731
Serbia and Montenegro,SCG,1996,31929
Serbia and Montenegro,SCG,1997,20807
Serbia and Montenegro,SCG,1998,26117
Serbia and Montenegro,SCG,1999,27604
Serbia and Montenegro,SCG,2000,22690
Serbia and Montenegro,SCG,2001,21635
Serbia and Montenegro,SCG,2002,17257
Serbia and Montenegro,SCG,2003,27158
Serbia and Montenegro,SCG,2004,32295
Serbia and Montenegro,SCG,2005,21509
Slovakia,SVK,1993,6865
Slovakia,SVK,1994,7650
Slovakia,SVK,1995,4961
Slovakia,SVK,1996,5214
Slovakia,SVK,1997,5145
Slovakia,SVK,1998,7850
Slovakia,SVK,1999,5142
Slovakia,SVK,2000,3937
Slovakia,SVK,2001,3898
Slovakia,SVK,2002,3618
Slovakia,SVK,2003,1992
Slovakia,SVK,2004,1319
Slovakia,SVK,2005,1413
Slovakia,SVK,2006,1572
Slovakia,SVK,2007,1676
Slovakia,SVK,2008,1863
Slovakia,SVK,2009,1769
Slovakia,SVK,2010,1920
Slovakia,SVK,2011,1223.16
Slovakia,SVK,2012,413
Slovakia,SVK,2013,451
Slovakia,SVK,2014,934
Slovakia,SVK,2015,902
Slovakia,SVK,2016,603
Slovakia,SVK,2017,893
Slovakia,SVK,2018,910
Slovakia,SVK,2019,680
Slovakia,SVK,2022,680
Slovenia,SVN,1992,2255
Slovenia,SVN,1993,2304
Slovenia,SVN,1994,4536
Slovenia,SVN,1995,4058
Slovenia,SVN,1996,3314
Slovenia,SVN,1997,1936
Slovenia,SVN,1998,2345
Slovenia,SVN,1999,2679
Slovenia,SVN,2000,3272
Slovenia,SVN,2001,2384
Slovenia,SVN,2002,3501
Slovenia,SVN,2003,3007
Slovenia,SVN,2004,4103
Slovenia,SVN,2005,3124
Slovenia,SVN,2006,3659
Slovenia,SVN,2007,3483
Slovenia,SVN,2008,2635
Slovenia,SVN,2009,3951
Slovenia,SVN,2010,2958
Slovenia,SVN,2011,4235
Slovenia,SVN,2012,2786
Slovenia,SVN,2013,5390
Slovenia,SVN,2014,5258
Slovenia,SVN,2015,5580
Slovenia,SVN,2016,4079
Slovenia,SVN,2017,1195
Slovenia,SVN,2018,1210
Slovenia,SVN,2019,680
Slovenia,SVN,2020,1970
Slovenia,SVN,2021,180
Slovenia,SVN,2022,1700
Slovenia,SVN,2023,580
South Africa,ZAF,1961,446
South Africa,ZAF,1962,342
South Africa,ZAF,1963,299
South Africa,ZAF,1964,500
South Africa,ZAF,1965,706
South Africa,ZAF,1966,401
South Africa,ZAF,1967,551
South Africa,ZAF,1968,326
South Africa,ZAF,1969,764
South Africa,ZAF,1970,567
South Africa,ZAF,1971,420
South Africa,ZAF,1972,661
South Africa,ZAF,1973,643
South Africa,ZAF,1974,413
South Africa,ZAF,1975,473
South Africa,ZAF,1976,408
South Africa,ZAF,1977,263
South Africa,ZAF,1978,288
South Africa,ZAF,1979,138
South Africa,ZAF,1980,675
South Africa,ZAF,1981,439
South Africa,ZAF,1982,577
South Africa,ZAF,1983,810
South Africa,ZAF,1984,297
South Africa,ZAF,1985,535
South Africa,ZAF,1986,258
South Africa,ZAF,1987,281
South Africa,ZAF,1988,1811
South Africa,ZAF,1989,788
South Africa,ZAF,1990,260
South Africa,ZAF,1991,1823
South Africa,ZAF,1992,231
South Africa,ZAF,1993,1054
South Africa,ZAF,1994,328
South Africa,ZAF,1995,474
South Africa,ZAF,1996,309
South Africa,ZAF,1997,952
South Africa,ZAF,1998,931
South Africa,ZAF,1999,1066
South Africa,ZAF,2000,1279
South Africa,ZAF,2001,946
South Africa,ZAF,2002,932
South Africa,ZAF,2003,286
South Africa,ZAF,2004,538
South Africa,ZAF,2005,385
South Africa,ZAF,2006,177
South Africa,ZAF,2007,206
South Africa,ZAF,2008,272
South Africa,ZAF,2009,466
South Africa,ZAF,2010,290
South Africa,ZAF,2011,341
South Africa,ZAF,2012,302
South Africa,ZAF,2013,353
South Africa,ZAF,2014,299
South Africa,ZAF,2015,485
South Africa,ZAF,2016,425
South Africa,ZAF,2017,245
South Africa,ZAF,2018,410
South Africa,ZAF,2019,524
South Africa,ZAF,2020,836
South Africa,ZAF,2021,1132
South Africa,ZAF,2022,1726
South Africa,ZAF,2023,1796.86
Spain,ESP,1961,47400
Spain,ESP,1962,43900
Spain,ESP,1963,56800
Spain,ESP,1964,51900
Spain,ESP,1965,49600
Spain,ESP,1966,49400
Spain,ESP,1967,46700
Spain,ESP,1968,55424
Spain,ESP,1969,51700
Spain,ESP,1970,52600
Spain,ESP,1971,50500
Spain,ESP,1972,58000
Spain,ESP,1973,69200
Spain,ESP,1974,75400
Spain,ESP,1975,66400
Spain,ESP,1976,77800
Spain,ESP,1977,53000
Spain,ESP,1978,75600
Spain,ESP,1979,80800
Spain,ESP,1980,79700
Spain,ESP,1981,75300
Spain,ESP,1982,72400
Spain,ESP,1983,73600
Spain,ESP,1984,77800
Spain,ESP,1985,79579
Spain,ESP,1986,63900
Spain,ESP,1987,68700
Spain,ESP,1988,42900
Spain,ESP,1989,64700
Spain,ESP,1990,54900
Spain,ESP,1991,73100
Spain,ESP,1992,89200
Spain,ESP,1993,81900
Spain,ESP,1994,70200
Spain,ESP,1995,55500
Spain,ESP,1996,74500
Spain,ESP,1997,64400
Spain,ESP,1998,60280
Spain,ESP,1999,108650
Spain,ESP,2000,112900
Spain,ESP,2001,85600
Spain,ESP,2002,113100
Spain,ESP,2003,105700
Spain,ESP,2004,81300
Spain,ESP,2005,92600
Spain,ESP,2006,88200
Spain,ESP,2007,73200
Spain,ESP,2008,69700
Spain,ESP,2009,97645
Spain,ESP,2010,85192
Spain,ESP,2011,101945
Spain,ESP,2012,96946
Spain,ESP,2013,97200
Spain,ESP,2014,118220
Spain,ESP,2015,94145
Spain,ESP,2016,100503
Spain,ESP,2017,114433
Spain,ESP,2018,106580
Spain,ESP,2019,118380
Spain,ESP,2020,82130
Spain,ESP,2021,125810
Spain,ESP,2022,116070
Spain,ESP,2023,104470
Suriname,SUR,2010,260
Suriname,SUR,2011,601
Suriname,SUR,2012,572
Suriname,SUR,2013,693
Suriname,SUR,2014,692
Suriname,SUR,2015,907
Suriname,SUR,2016,902
Suriname,SUR,2017,916
Suriname,SUR,2018,1256
Suriname,SUR,2019,1241
Suriname,SUR,2020,1347
Suriname,SUR,2021,1807
Suriname,SUR,2022,1850.94
Suriname,SUR,2023,1983.99
Sweden,SWE,1961,998
Sweden,SWE,1962,1362
Sweden,SWE,1963,1523
Sweden,SWE,1964,1811
Sweden,SWE,1965,987
Sweden,SWE,1966,1060
Sweden,SWE,1967,1325
Sweden,SWE,1968,1376
Sweden,SWE,1969,1258
Sweden,SWE,1970,1900
Sweden,SWE,1971,1500
Sweden,SWE,1972,1400
Sweden,SWE,1973,1400
Sweden,SWE,1974,1000
Sweden,SWE,1975,1370
Sweden,SWE,1976,1410
Sweden,SWE,1977,1030
Sweden,SWE,1978,1030
Sweden,SWE,1979,1340
Sweden,SWE,1980,1340
Sweden,SWE,1981,1472
Sweden,SWE,1982,1300
Sweden,SWE,1983,1200
Sweden,SWE,1984,1100
Sweden,SWE,1985,1200
Sweden,SWE,1986,1306
Sweden,SWE,1987,826
Sweden,SWE,1988,1045
Sweden,SWE,1989,100
Sweden,SWE,1990,92
Switzerland,CHE,1961,62000
Switzerland,CHE,1962,55000
Switzerland,CHE,1963,55000
Switzerland,CHE,1964,52000
Switzerland,CHE,1965,46000
Switzerland,CHE,1966,52000
Switzerland,CHE,1967,45000
Switzerland,CHE,1968,51000
Switzerland,CHE,1969,45000
Switzerland,CHE,1970,47000
Switzerland,CHE,1971,49000
Switzerland,CHE,1972,32000
Switzerland,CHE,1973,40000
Switzerland,CHE,1974,37000
Switzerland,CHE,1975,49000
Switzerland,CHE,1976,54000
Switzerland,CHE,1977,26500
Switzerland,CHE,1978,44500
Switzerland,CHE,1979,63000
Switzerland,CHE,1980,39000
Switzerland,CHE,1981,27000
Switzerland,CHE,1982,56000
Switzerland,CHE,1983,39000
Switzerland,CHE,1984,46000
Switzerland,CHE,1985,37000
Switzerland,CHE,1986,35000
Switzerland,CHE,1987,34000
Switzerland,CHE,1988,26800
Switzerland,CHE,1989,24100
Switzerland,CHE,1990,24301
Switzerland,CHE,1991,13600
Switzerland,CHE,1992,32449
Switzerland,CHE,1993,22811
Switzerland,CHE,1994,18291
Switzerland,CHE,1995,24581
Switzerland,CHE,1996,22351
Switzerland,CHE,1997,12887
Switzerland,CHE,1998,24053
Switzerland,CHE,1999,15230
Switzerland,CHE,2000,19065
Switzerland,CHE,2001,9865
Switzerland,CHE,2002,15017
Switzerland,CHE,2003,13977
Switzerland,CHE,2004,14823
Switzerland,CHE,2005,9984
Switzerland,CHE,2006,7877
Switzerland,CHE,2007,12138
Switzerland,CHE,2008,6281
Switzerland,CHE,2009,12144
Switzerland,CHE,2010,7301
Switzerland,CHE,2011,14560
Switzerland,CHE,2012,4628
Switzerland,CHE,2013,5573
Switzerland,CHE,2014,13148
Switzerland,CHE,2015,7678
Switzerland,CHE,2016,5685
Switzerland,CHE,2017,4498
Switzerland,CHE,2018,11391
Switzerland,CHE,2019,10184
Switzerland,CHE,2020,8780
Switzerland,CHE,2021,4096.1
Switzerland,CHE,2022,5444.72
Switzerland,CHE,2023,4464.33
Syria,SYR,1961,675
Syria,SYR,1962,896
Syria,SYR,1963,628
Syria,SYR,1964,1306
Syria,SYR,1965,1222
Syria,SYR,1966,1785
Syria,SYR,1967,1472
Syria,SYR,1968,1529
Syria,SYR,1969,1019
Syria,SYR,1970,1889
Syria,SYR,1971,1455
Syria,SYR,1972,7005
Syria,SYR,1973,7336
Syria,SYR,1974,3739
Syria,SYR,1975,5124
Syria,SYR,1976,6514
Syria,SYR,1977,13784
Syria,SYR,1978,12923
Syria,SYR,1979,11455
Syria,SYR,1980,9756
Syria,SYR,1981,10733
Syria,SYR,1982,20792
Syria,SYR,1983,17000
Syria,SYR,1984,17500
Syria,SYR,1985,22111
Syria,SYR,1986,20700
Syria,SYR,1987,18900
Syria,SYR,1988,29100
Syria,SYR,1989,26500
Syria,SYR,1990,19400
Syria,SYR,1991,20200
Syria,SYR,1992,41814
Syria,SYR,1993,36400
Syria,SYR,1994,32344
Syria,SYR,1995,40800
Syria,SYR,1996,39973
Syria,SYR,1997,41315
Syria,SYR,1998,56003
Syria,SYR,1999,54112
Syria,SYR,2000,56285
Syria,SYR,2001,50795
Syria,SYR,2002,39728
Syria,SYR,2003,54800
Syria,SYR,2004,35400
Syria,SYR,2005,53441
Syria,SYR,2006,62966
Syria,SYR,2007,75034
Syria,SYR,2008,48300
Syria,SYR,2009,56886
Syria,SYR,2010,58084
Syria,SYR,2011,62195
Syria,SYR,2012,82341
Syria,SYR,2013,62373
Syria,SYR,2014,54211
Syria,SYR,2015,70242
Syria,SYR,2016,76268
Syria,SYR,2017,68106
Syria,SYR,2018,61117.07
Syria,SYR,2019,66039
Syria,SYR,2020,42206
Syria,SYR,2021,44342.9
Syria,SYR,2022,71546
Syria,SYR,2023,72694
Tunisia,TUN,1990,1000
Tunisia,TUN,1991,1100
Tunisia,TUN,1992,1200
Tunisia,TUN,1993,1300
Tunisia,TUN,1994,1400
Tunisia,TUN,1995,1500
Tunisia,TUN,1996,1700
Tunisia,TUN,1997,1900
Tunisia,TUN,1998,2100
Tunisia,TUN,1999,2300
Tunisia,TUN,2000,2600
Tunisia,TUN,2001,2900
Tunisia,TUN,2002,3100
Tunisia,TUN,2003,4000
Tunisia,TUN,2004,3100
Tunisia,TUN,2005,3500
Tunisia,TUN,2006,4550
Tunisia,TUN,2007,4500
Tunisia,TUN,2008,4200
Tunisia,TUN,2009,4900
Tunisia,TUN,2010,5500
Tunisia,TUN,2011,7000
Tunisia,TUN,2012,5250
Tunisia,TUN,2013,5300
Tunisia,TUN,2014,4000
Tunisia,TUN,2015,4471.9
Tunisia,TUN,2016,4590.63
Tunisia,TUN,2017,4354.18
Tunisia,TUN,2018,4536.39
Tunisia,TUN,2019,4707.21
Tunisia,TUN,2020,4661.99
Tunisia,TUN,2021,4514.75
Tunisia,TUN,2022,4472.92
Tunisia,TUN,2023,4431.08
Turkey,TUR,1961,48000
Turkey,TUR,1962,37600
Turkey,TUR,1963,40750
Turkey,TUR,1964,44000
Turkey,TUR,1965,47000
Turkey,TUR,1966,44000
Turkey,TUR,1967,50000
Turkey,TUR,1968,54000
Turkey,TUR,1969,54000
Turkey,TUR,1970,59000
Turkey,TUR,1971,55000
Turkey,TUR,1972,65000
Turkey,TUR,1973,66000
Turkey,TUR,1974,67000
Turkey,TUR,1975,73000
Turkey,TUR,1976,85000
Turkey,TUR,1977,91000
Turkey,TUR,1978,91000
Turkey,TUR,1979,92000
Turkey,TUR,1980,96000
Turkey,TUR,1981,95000
Turkey,TUR,1982,105000
Turkey,TUR,1983,110000
Turkey,TUR,1984,105000
Turkey,TUR,1985,130000
Turkey,TUR,1986,140000
Turkey,TUR,1987,120000
Turkey,TUR,1988,135000
Turkey,TUR,1989,134000
Turkey,TUR,1990,143000
Turkey,TUR,1991,150000
Turkey,TUR,1992,155000
Turkey,TUR,1993,155000
Turkey,TUR,1994,160000
Turkey,TUR,1995,186000
Turkey,TUR,1996,200000
Turkey,TUR,1997,215000
Turkey,TUR,1998,195000
Turkey,TUR,1999,250000
Turkey,TUR,2000,230000
Turkey,TUR,2001,250000
Turkey,TUR,2002,210000
Turkey,TUR,2003,265000
Turkey,TUR,2004,245000
Turkey,TUR,2005,280000
Turkey,TUR,2006,310254
Turkey,TUR,2007,398141
Turkey,TUR,2008,338361
Turkey,TUR,2009,417694
Turkey,TUR,2010,417905
Turkey,TUR,2011,438550
Turkey,TUR,2012,470887
Turkey,TUR,2013,494325
Turkey,TUR,2014,445556
Turkey,TUR,2015,535600
Turkey,TUR,2016,599650
Turkey,TUR,2017,627132
Turkey,TUR,2018,639564
Turkey,TUR,2019,664224
Turkey,TUR,2020,724944
Turkey,TUR,2021,689834
Turkey,TUR,2022,656041
Turkey,TUR,2023,736791
USSR,SUN,1961,45000
USSR,SUN,1962,48000
USSR,SUN,1963,61000
USSR,SUN,1964,68000
USSR,SUN,1965,70000
USSR,SUN,1966,53000
USSR,SUN,1967,66000
USSR,SUN,1968,86000
USSR,SUN,1969,53000
USSR,SUN,1970,91000
USSR,SUN,1971,110000
USSR,SUN,1972,61000
USSR,SUN,1973,93000
USSR,SUN,1974,106000
USSR,SUN,1975,119000
USSR,SUN,1976,122000
USSR,SUN,1977,122000
USSR,SUN,1978,116000
USSR,SUN,1979,116000
USSR,SUN,1980,95000
USSR,SUN,1981,117000
USSR,SUN,1982,120000
USSR,SUN,1983,145000
USSR,SUN,1984,120000
USSR,SUN,1985,125000
USSR,SUN,1986,156000
USSR,SUN,1987,135000
USSR,SUN,1988,135000
USSR,SUN,1989,138000
USSR,SUN,1990,135000
USSR,SUN,1991,124000
Ukraine,UKR,1992,68000
Ukraine,UKR,1993,75500
Ukraine,UKR,1994,40000
Ukraine,UKR,1995,46600
Ukraine,UKR,1996,66800
Ukraine,UKR,1997,50200
Ukraine,UKR,1998,50000
Ukraine,UKR,1999,38700
Ukraine,UKR,2000,76200
Ukraine,UKR,2001,54900
Ukraine,UKR,2002,72500
Ukraine,UKR,2003,73800
Ukraine,UKR,2004,85300
Ukraine,UKR,2005,100200
Ukraine,UKR,2006,48900
Ukraine,UKR,2007,68200
Ukraine,UKR,2008,74700
Ukraine,UKR,2009,53000
Ukraine,UKR,2010,73000
Ukraine,UKR,2011,72800
Ukraine,UKR,2012,72600
Ukraine,UKR,2013,81200
Ukraine,UKR,2014,67330
Ukraine,UKR,2015,76640
Ukraine,UKR,2016,63320
Ukraine,UKR,2017,70860
Ukraine,UKR,2018,84640
Ukraine,UKR,2019,68640
Ukraine,UKR,2020,63550
Ukraine,UKR,2021,61850
Ukraine,UKR,2022,58180
Ukraine,UKR,2023,53230
United Kingdom,GBR,1961,15139
United Kingdom,GBR,1962,22048
United Kingdom,GBR,1963,13107
United Kingdom,GBR,1964,14123
United Kingdom,GBR,1965,9754
United Kingdom,GBR,1966,5080
United Kingdom,GBR,1967,2641
United Kingdom,GBR,1968,3658
United Kingdom,GBR,1969,4400
United Kingdom,GBR,1970,14000
